Timestamp,Type,SourceAddr,SenderAddr,Value_Seq_or_Tx,RSSI,HopCount,Rx_Count_Measured,PDR_Percent
17:15:50.686,DATA,0x0005,0x0005,51,-64,1,,
17:15:50.697,DATA,0x0003,0x0003,51,-63,1,,
17:15:50.733,DATA,0x0004,0x0004,51,-72,1,,
17:15:51.690,DATA,0x0005,0x0005,52,-65,1,,
17:15:51.701,DATA,0x0003,0x0003,52,-63,1,,
17:15:51.734,DATA,0x0004,0x0004,52,-71,1,,
17:15:52.677,DATA,0x0004,0x0004,53,-69,1,,
17:15:52.716,DATA,0x0003,0x0003,53,-65,1,,
17:15:52.730,DATA,0x0005,0x0005,53,-72,1,,
17:15:53.667,DATA,0x0003,0x0003,54,-64,1,,
17:15:53.719,DATA,0x0004,0x0004,54,-68,1,,
17:15:53.730,DATA,0x0005,0x0005,54,-71,1,,
17:15:54.664,DATA,0x0003,0x0003,55,-65,1,,
17:15:54.717,DATA,0x0004,0x0004,55,-70,1,,
17:15:54.733,DATA,0x0005,0x0005,55,-83,1,,
17:15:55.685,DATA,0x0003,0x0003,56,-67,1,,
17:15:55.724,DATA,0x0005,0x0005,56,-70,1,,
17:15:55.737,DATA,0x0004,0x0004,56,-70,1,,
17:15:56.700,DATA,0x0005,0x0005,57,-73,1,,
17:15:56.732,DATA,0x0003,0x0003,57,-67,1,,
17:15:56.746,DATA,0x0004,0x0004,57,-67,1,,
17:15:57.694,DATA,0x0003,0x0003,58,-64,1,,
17:15:57.705,DATA,0x0005,0x0005,58,-76,1,,
17:15:57.740,DATA,0x0004,0x0004,58,-67,1,,
17:15:58.671,DATA,0x0003,0x0003,59,-64,1,,
17:15:58.704,DATA,0x0004,0x0004,59,-68,1,,
17:15:58.740,DATA,0x0005,0x0005,59,-67,1,,
17:15:59.639,EVENT,TEST_STOP,Finished,,,,,
17:15:59.693,DATA,0x0005,0x0005,60,-75,1,,
17:15:59.707,DATA,0x0003,0x0003,60,-64,1,,
17:15:59.737,DATA,0x0004,0x0004,60,-67,1,,
17:16:00.690,DATA,0x0003,0x0003,61,-60,1,,
17:16:00.732,DATA,0x0005,0x0005,61,-67,1,,
17:16:00.760,DATA,0x0004,0x0004,61,-71,1,,
17:16:01.233,RESULT,0x0005,0x0002,61,-67,,61,100.00
17:16:01.367,RESULT,0x0004,0x0002,61,-67,,61,100.00
17:16:01.378,RESULT,0x0003,0x0002,61,-60,,61,100.00
