Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,RSSI,HopCount,Latency_ms,BeaconTx,HeartbeatTx,RouteChanges,Rx_Unique_Count,PDR_Percent
17:48:10.859,EVENT,TEST_START,Duration_ms=120000,,,,,,,,,
17:48:12.230,DATA,0x0132,0x0132,1,-53,1,11,,,,,
17:48:13.085,DATA,0x0135,0x0135,1,-59,1,0,,,,,
17:48:14.316,DATA,0x0132,0x0132,1,-52,1,0,,,,,
17:48:14.492,DATA,0x0131,0x0131,1,-59,1,182,,,,,
17:48:14.578,DATA,0x0135,0x0135,1,-58,1,354,,,,,
17:48:14.584,DATA,0x0132,0x0132,1,-52,1,571,,,,,
17:48:14.637,DATA,0x0133,0x0135,1,-59,2,212,,,,,
17:48:14.689,DATA,0x0131,0x0131,1,-46,1,179,,,,,
17:48:14.713,DATA,0x0135,0x0135,1,-58,1,86,,,,,
17:48:14.724,DATA,0x0132,0x0132,1,-55,1,397,,,,,
17:48:14.735,DATA,0x0134,0x0134,1,-60,1,468,,,,,
17:48:14.906,DATA,0x0133,0x0135,2,-62,2,220,,,,,
17:48:14.962,DATA,0x0132,0x0132,2,-52,1,89,,,,,
17:48:15.080,DATA,0x0131,0x0131,2,-59,1,184,,,,,
17:48:15.346,DATA,0x0134,0x0134,2,-61,1,303,,,,,
17:48:15.531,DATA,0x0135,0x0135,2,-62,1,404,,,,,
17:48:15.566,DATA,0x0136,0x0132,2,-55,2,550,,,,,
17:48:15.885,DATA,0x0133,0x0135,3,-62,2,196,,,,,
17:48:16.046,DATA,0x0131,0x0131,3,-47,1,73,,,,,
17:48:16.128,DATA,0x0132,0x0132,3,-55,1,100,,,,,
17:48:16.282,DATA,0x0135,0x0135,3,-60,1,91,,,,,
17:48:16.394,DATA,0x0134,0x0134,3,-64,1,170,,,,,
17:48:16.644,DATA,0x0136,0x0132,3,-55,2,548,,,,,
17:48:17.137,DATA,0x0133,0x0135,4,-58,2,368,,,,,
17:48:17.303,DATA,0x0131,0x0131,4,-46,1,218,,,,,
17:48:17.345,DATA,0x0134,0x0134,4,-61,1,78,,,,,
17:48:17.503,DATA,0x0135,0x0135,4,-58,1,149,,,,,
17:48:17.675,DATA,0x0132,0x0132,4,-55,1,478,,,,,
17:48:17.975,DATA,0x0133,0x0135,5,-61,2,190,,,,,
17:48:18.206,DATA,0x0131,0x0131,5,-46,1,72,,,,,
17:48:18.337,DATA,0x0132,0x0132,5,-52,1,94,,,,,
17:48:18.545,DATA,0x0134,0x0134,5,-61,1,225,,,,,
17:48:18.656,DATA,0x0135,0x0135,5,-59,1,236,,,,,
17:48:18.797,DATA,0x0136,0x0132,5,-55,2,492,,,,,
17:48:19.088,DATA,0x0133,0x0135,6,-59,2,210,,,,,
17:48:19.224,DATA,0x0131,0x0131,6,-47,1,71,,,,,
17:48:19.376,DATA,0x0132,0x0132,6,-55,1,91,,,,,
17:48:19.559,DATA,0x0134,0x0134,6,-65,1,204,,,,,
17:48:19.645,DATA,0x0136,0x0132,6,-55,2,217,,,,,
17:48:19.760,DATA,0x0135,0x0135,6,-57,1,201,,,,,
17:48:20.118,DATA,0x0133,0x0135,7,-58,2,198,,,,,
17:48:20.390,DATA,0x0131,0x0131,7,-47,1,75,,,,,
17:48:20.575,DATA,0x0132,0x0132,7,-52,1,114,,,,,
17:48:20.743,DATA,0x0134,0x0134,7,-59,1,205,,,,,
17:48:20.801,DATA,0x0136,0x0132,7,-55,2,214,,,,,
17:48:20.943,DATA,0x0135,0x0135,7,-58,1,193,,,,,
17:48:21.262,DATA,0x0133,0x0135,8,-59,2,199,,,,,
17:48:21.498,DATA,0x0131,0x0131,8,-58,1,69,,,,,
17:48:21.658,DATA,0x0132,0x0132,8,-52,1,93,,,,,
17:48:21.789,DATA,0x0134,0x0134,8,-65,1,172,,,,,
17:48:21.941,DATA,0x0136,0x0132,8,-55,2,211,,,,,
17:48:22.070,DATA,0x0135,0x0135,8,-59,1,163,,,,,
17:48:22.514,DATA,0x0133,0x0135,9,-59,2,289,,,,,
17:48:22.710,DATA,0x0131,0x0131,9,-47,1,128,,,,,
17:48:22.925,DATA,0x0132,0x0132,9,-52,1,177,,,,,
17:48:23.056,DATA,0x0134,0x0134,9,-66,1,438,,,,,
17:48:23.183,DATA,0x0135,0x0135,9,-58,1,199,,,,,
17:48:23.620,DATA,0x0133,0x0135,10,-58,2,199,,,,,
17:48:23.814,DATA,0x0131,0x0131,10,-47,1,231,,,,,
17:48:23.939,DATA,0x0134,0x0134,10,-61,1,190,,,,,
17:48:24.188,DATA,0x0135,0x0135,10,-58,1,145,,,,,
17:48:24.431,DATA,0x0132,0x0132,10,-52,1,617,,,,,
17:48:24.702,DATA,0x0133,0x0135,11,-59,2,192,,,,,
17:48:24.778,DATA,0x0131,0x0131,11,-46,1,74,,,,,
17:48:24.871,DATA,0x0134,0x0134,11,-60,1,67,,,,,
17:48:25.073,DATA,0x0132,0x0132,11,-52,1,92,,,,,
17:48:25.282,DATA,0x0136,0x0132,11,-52,2,212,,,,,
17:48:25.414,DATA,0x0135,0x0135,11,-59,1,197,,,,,
17:48:25.740,DATA,0x0133,0x0135,12,-61,2,207,,,,,
17:48:25.897,DATA,0x0131,0x0131,12,-47,1,182,,,,,
17:48:26.091,DATA,0x0134,0x0134,12,-60,1,264,,,,,
17:48:26.292,DATA,0x0132,0x0132,12,-55,1,189,,,,,
17:48:26.467,DATA,0x0135,0x0135,12,-58,1,221,,,,,
17:48:26.578,DATA,0x0136,0x0132,12,-55,2,396,,,,,
17:48:26.846,DATA,0x0131,0x0131,13,-58,1,80,,,,,
17:48:26.977,DATA,0x0133,0x0135,13,-59,2,310,,,,,
17:48:27.093,DATA,0x0134,0x0134,13,-60,1,70,,,,,
17:48:27.295,DATA,0x0132,0x0132,13,-55,1,91,,,,,
17:48:27.371,DATA,0x0135,0x0135,13,-58,1,92,,,,,
17:48:27.513,DATA,0x0136,0x0132,13,-55,2,321,,,,,
17:48:27.968,DATA,0x0133,0x0135,14,-57,2,204,,,,,
17:48:28.126,DATA,0x0131,0x0131,14,-58,1,184,,,,,
17:48:28.241,DATA,0x0134,0x0134,14,-60,1,76,,,,,
17:48:28.417,DATA,0x0132,0x0132,14,-54,1,90,,,,,
17:48:28.613,DATA,0x0136,0x0135,14,-62,2,333,,,,,
17:48:29.113,DATA,0x0133,0x0135,15,-58,2,202,,,,,
17:48:29.232,DATA,0x0131,0x0131,15,-47,1,96,,,,,
17:48:29.363,DATA,0x0134,0x0134,15,-63,1,74,,,,,
17:48:29.514,DATA,0x0135,0x0135,15,-61,1,172,,,,,
