Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,Latency_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,PDR_Percent
19:36:04.591,DATA,0x0012,0x0012,113,1,177,-47,,,,,,
19:36:04.648,DATA,0x000b,0x000b,112,1,121,-57,,,,,,
19:36:04.662,DATA,0x0015,0x0015,113,1,124,-53,,,,,,
19:36:04.697,DATA,0x001e,0x0024,112,2,344,-64,,,,,,
19:36:04.728,DATA,0x0011,0x0011,113,1,122,-51,,,,,,
19:36:04.742,DATA,0x0020,0x0020,112,1,128,-60,,,,,,
19:36:04.768,DATA,0x0016,0x0016,113,1,125,-50,,,,,,
19:36:11.939,REPORT,0x0020,,117,,,,13,5,2,92,1,0.85
19:36:12.562,REPORT,0x0016,,118,,,,13,0,0,7,1,0.85
19:36:12.621,REPORT,0x0008,,118,,,,13,9,10,0,0,0.00
19:36:12.651,REPORT,0x0012,,118,,,,13,0,0,3,1,0.85
19:36:12.747,REPORT,0x0023,,117,,,,13,3,4,90,0,0.00
19:36:13.235,REPORT,0x000a,,117,,,,13,4,6,81,0,0.00
19:36:13.682,REPORT,0x001a,,119,,,,13,12,16,63,0,0.00
19:36:13.791,REPORT,0x0015,,119,,,,13,0,0,15,1,0.84
19:36:13.892,REPORT,0x0019,,117,,,,13,12,18,0,0,0.00
19:36:14.224,REPORT,0x0011,,118,,,,13,0,0,3,1,0.85
19:36:14.454,REPORT,0x0004,,119,,,,13,1,4,30,0,0.00
19:36:14.503,REPORT,0x0005,,119,,,,13,13,20,0,0,0.00
19:36:14.539,REPORT,0x000e,,117,,,,13,0,0,26,0,0.00
19:36:14.562,REPORT,0x0017,,118,,,,13,18,39,39,0,0.00
19:36:14.829,REPORT,0x000b,,118,,,,13,3,4,5,1,0.85
19:36:14.956,REPORT,0x0027,,118,,,,13,17,40,0,0,0.00
19:36:14.997,REPORT,0x0026,,119,,,,13,12,22,0,0,0.00
19:36:15.100,REPORT,0x0028,,118,,,,13,0,0,42,0,0.00
19:36:15.365,REPORT,0x000d,,118,,,,13,18,28,0,0,0.00
19:36:15.615,REPORT,0x001c,,119,,,,13,4,8,51,0,0.00
19:36:16.143,REPORT,0x0025,,119,,,,13,8,8,0,0,0.00
19:36:16.190,REPORT,0x0021,,117,,,,13,6,9,0,0,0.00
19:36:16.325,REPORT,0x0022,,119,,,,13,3,12,8,0,0.00
19:36:16.632,REPORT,0x0006,,117,,,,13,12,14,0,0,0.00
19:36:17.317,REPORT,0x0029,,118,,,,13,23,41,0,0,0.00
19:36:17.856,REPORT,0x000f,,118,,,,13,0,0,0,0,0.00
19:36:17.911,REPORT,0x0018,,119,,,,13,8,8,0,0,0.00
19:36:18.085,REPORT,0x001f,,118,,,,13,17,32,0,0,0.00
19:36:18.318,REPORT,0x0009,,118,,,,13,22,44,0,0,0.00
19:36:18.906,REPORT,0x001e,,118,,,,13,6,10,33,1,0.85
19:36:19.078,REPORT,0x002c,,118,,,,13,15,38,0,0,0.00
19:36:19.511,REPORT,0x001d,,118,,,,13,0,0,0,0,0.00
19:36:19.600,REPORT,0x0013,,118,,,,13,11,16,0,0,0.00
19:36:19.632,REPORT,0x0010,,118,,,,13,21,45,15,0,0.00
19:36:19.751,REPORT,0x0002,,118,,,,13,11,17,0,0,0.00
19:36:20.021,REPORT,0x000c,,0,,,,0,0,0,0,0,0.00
19:36:21.663,REPORT,0x0003,,118,,,,13,0,0,95,0,0.00
19:36:24.928,REPORT,0x0007,,119,,,,13,2,2,0,0,0.00
