Timestamp,Type,SourceAddr,SenderAddr,Value_Seq_or_Tx,RSSI,HopCount,Rx_Count_Measured,PDR_Percent
17:17:43.878,DATA,0x0005,0x0005,27,-67,1,,
17:17:44.810,DATA,0x0005,0x0005,28,-76,1,,
17:17:44.855,DATA,0x0003,0x0003,28,-62,1,,
17:17:44.868,DATA,0x0004,0x0004,28,-75,1,,
17:17:45.833,DATA,0x0003,0x0003,29,-62,1,,
17:17:45.867,DATA,0x0004,0x0004,29,-70,1,,
17:17:45.886,DATA,0x0005,0x0005,29,-71,1,,
17:17:46.811,DATA,0x0005,0x0005,30,-84,1,,
17:17:46.838,DATA,0x0003,0x0003,30,-58,1,,
17:17:46.879,DATA,0x0004,0x0004,30,-72,1,,
17:17:47.814,DATA,0x0003,0x0003,31,-62,1,,
17:17:47.858,DATA,0x0005,0x0005,31,-77,1,,
17:17:48.018,DATA,0x0004,0x0004,31,-69,1,,
17:17:48.831,DATA,0x0003,0x0003,32,-62,1,,
17:17:48.850,DATA,0x0005,0x0005,32,-80,1,,
17:17:48.882,DATA,0x0004,0x0004,32,-69,1,,
17:17:49.834,DATA,0x0003,0x0003,33,-58,1,,
17:17:49.847,DATA,0x0004,0x0004,33,-72,1,,
17:17:49.881,DATA,0x0005,0x0005,33,-70,1,,
17:17:50.833,DATA,0x0004,0x0004,34,-72,1,,
17:17:50.846,DATA,0x0003,0x0003,34,-58,1,,
17:17:50.884,DATA,0x0005,0x0005,34,-70,1,,
17:17:51.831,DATA,0x0005,0x0005,35,-68,1,,
17:17:51.844,DATA,0x0003,0x0003,35,-59,1,,
17:17:52.018,DATA,0x0004,0x0004,35,-72,1,,
17:17:52.836,DATA,0x0004,0x0004,36,-70,1,,
17:17:52.853,DATA,0x0005,0x0005,36,-74,1,,
17:17:52.882,DATA,0x0003,0x0003,36,-59,1,,
17:17:53.838,DATA,0x0003,0x0003,37,-59,1,,
17:17:53.869,DATA,0x0004,0x0004,37,-70,1,,
17:17:53.891,DATA,0x0005,0x0005,37,-81,1,,
17:17:54.812,DATA,0x0003,0x0003,38,-59,1,,
17:17:54.848,DATA,0x0005,0x0005,38,-82,1,,
17:17:55.025,DATA,0x0004,0x0004,38,-70,1,,
17:17:55.838,DATA,0x0003,0x0003,39,-62,1,,
17:17:55.855,DATA,0x0004,0x0004,39,-68,1,,
17:17:55.885,DATA,0x0005,0x0005,39,-80,1,,
17:17:56.823,DATA,0x0003,0x0003,40,-62,1,,
17:17:56.867,DATA,0x0004,0x0004,40,-70,1,,
17:17:56.878,DATA,0x0005,0x0005,40,-83,1,,
17:17:57.812,DATA,0x0003,0x0003,41,-61,1,,
17:17:57.859,DATA,0x0005,0x0005,41,-67,1,,
17:17:57.872,DATA,0x0004,0x0004,41,-73,1,,
17:17:58.817,DATA,0x0004,0x0004,42,-71,1,,
17:17:58.852,DATA,0x0005,0x0005,42,-86,1,,
17:17:59.030,DATA,0x0003,0x0003,42,-62,1,,
17:17:59.837,DATA,0x0004,0x0004,43,-70,1,,
17:17:59.855,DATA,0x0003,0x0003,43,-61,1,,
17:17:59.884,DATA,0x0005,0x0005,43,-89,1,,
17:18:00.812,DATA,0x0005,0x0005,44,-82,1,,
17:18:00.860,DATA,0x0004,0x0004,44,-73,1,,
17:18:00.874,DATA,0x0003,0x0003,44,-59,1,,
17:18:01.840,DATA,0x0003,0x0003,45,-58,1,,
17:18:01.891,DATA,0x0005,0x0005,45,-67,1,,
17:18:01.910,DATA,0x0004,0x0004,45,-74,1,,
17:18:02.868,DATA,0x0003,0x0003,46,-58,1,,
17:18:02.886,DATA,0x0004,0x0004,46,-73,1,,
17:18:02.913,DATA,0x0005,0x0005,46,-67,1,,
17:18:03.813,DATA,0x0004,0x0004,47,-69,1,,
17:18:03.865,DATA,0x0005,0x0005,47,-67,1,,
17:18:03.881,DATA,0x0003,0x0003,47,-58,1,,
17:18:04.840,DATA,0x0005,0x0005,48,-67,1,,
17:18:04.851,DATA,0x0004,0x0004,48,-72,1,,
17:18:04.887,DATA,0x0003,0x0003,48,-58,1,,
17:18:05.844,DATA,0x0005,0x0005,49,-69,1,,
17:18:05.858,DATA,0x0003,0x0003,49,-57,1,,
17:18:05.889,DATA,0x0004,0x0004,49,-70,1,,
17:18:06.842,DATA,0x0005,0x0005,50,-71,1,,
17:18:06.855,DATA,0x0004,0x0004,50,-72,1,,
17:18:06.885,DATA,0x0003,0x0003,50,-65,1,,
17:18:07.844,DATA,0x0005,0x0005,51,-70,1,,
17:18:07.855,DATA,0x0004,0x0004,51,-72,1,,
17:18:07.886,DATA,0x0003,0x0003,51,-60,1,,
17:18:08.824,DATA,0x0004,0x0004,52,-71,1,,
17:18:08.870,DATA,0x0003,0x0003,52,-60,1,,
17:18:08.882,DATA,0x0005,0x0005,52,-78,1,,
17:18:09.847,DATA,0x0005,0x0005,53,-79,1,,
17:18:09.868,DATA,0x0004,0x0004,53,-71,1,,
17:18:09.896,DATA,0x0003,0x0003,53,-64,1,,
17:18:10.818,DATA,0x0003,0x0003,54,-64,1,,
17:18:10.862,DATA,0x0005,0x0005,54,-75,1,,
17:18:10.896,DATA,0x0004,0x0004,54,-71,1,,
17:18:11.845,DATA,0x0005,0x0005,55,-76,1,,
17:18:11.861,DATA,0x0004,0x0004,55,-71,1,,
17:18:11.892,DATA,0x0003,0x0003,55,-64,1,,
17:18:12.820,DATA,0x0004,0x0004,56,-78,1,,
17:18:12.872,DATA,0x0003,0x0003,56,-61,1,,
17:18:12.886,DATA,0x0005,0x0005,56,-67,1,,
17:18:13.824,DATA,0x0005,0x0005,57,-70,1,,
17:18:13.856,DATA,0x0004,0x0004,57,-71,1,,
17:18:13.891,DATA,0x0003,0x0003,57,-59,1,,
17:18:14.826,DATA,0x0005,0x0005,58,-70,1,,
17:18:14.873,DATA,0x0003,0x0003,58,-62,1,,
17:18:14.885,DATA,0x0004,0x0004,58,-72,1,,
17:18:15.866,DATA,0x0004,0x0004,59,-72,1,,
17:18:15.914,DATA,0x0005,0x0005,59,-78,1,,
17:18:15.929,DATA,0x0003,0x0003,59,-67,1,,
17:18:16.801,EVENT,TEST_STOP,Finished,,,,,
17:18:16.853,DATA,0x0003,0x0003,60,-60,1,,
17:18:16.878,DATA,0x0004,0x0004,60,-69,1,,
17:18:16.895,DATA,0x0005,0x0005,60,-81,1,,
17:18:17.950,RESULT,0x0005,0x0002,60,-69,,56,93.33
17:18:18.016,RESULT,0x0003,0x0002,60,-65,,56,93.33
17:18:18.239,RESULT,0x0004,0x0002,60,-71,,56,93.33
