Timestamp,Type,SourceAddr,SenderAddr,Value_Seq_or_Tx,RSSI,HopCount,Rx_Count_Measured,PDR_Percent
17:17:21.822,DATA,0x0004,0x0004,5,-72,1,,
17:17:21.858,DATA,0x0003,0x0003,5,-59,1,,
17:17:21.874,DATA,0x0005,0x0005,5,-85,1,,
17:17:22.829,DATA,0x0004,0x0004,6,-72,1,,
17:17:22.861,DATA,0x0005,0x0005,6,-83,1,,
17:17:22.879,DATA,0x0003,0x0003,6,-65,1,,
17:17:23.826,DATA,0x0005,0x0005,7,-91,1,,
17:17:23.861,DATA,0x0004,0x0004,7,-75,1,,
17:17:23.879,DATA,0x0003,0x0003,7,-65,1,,
17:17:24.835,DATA,0x0003,0x0003,8,-64,1,,
17:17:24.851,DATA,0x0004,0x0004,8,-70,1,,
17:17:24.868,DATA,0x0005,0x0005,8,-73,1,,
17:17:25.811,DATA,0x0005,0x0005,9,-79,1,,
17:17:25.853,DATA,0x0004,0x0004,9,-70,1,,
17:17:25.868,DATA,0x0003,0x0003,9,-65,1,,
17:17:26.821,DATA,0x0003,0x0003,10,-65,1,,
17:17:26.859,DATA,0x0004,0x0004,10,-72,1,,
17:17:26.876,DATA,0x0005,0x0005,10,-77,1,,
17:17:27.820,DATA,0x0005,0x0005,11,-79,1,,
17:17:27.863,DATA,0x0003,0x0003,11,-61,1,,
17:17:27.875,DATA,0x0004,0x0004,11,-77,1,,
17:17:28.835,DATA,0x0004,0x0004,12,-78,1,,
17:17:28.848,DATA,0x0005,0x0005,12,-78,1,,
17:17:28.869,DATA,0x0003,0x0003,12,-58,1,,
17:17:29.835,DATA,0x0005,0x0005,13,-77,1,,
17:17:29.847,DATA,0x0004,0x0004,13,-70,1,,
17:17:29.869,DATA,0x0003,0x0003,13,-60,1,,
17:17:30.813,DATA,0x0005,0x0005,14,-75,1,,
17:17:30.856,DATA,0x0003,0x0003,14,-61,1,,
17:17:30.879,DATA,0x0004,0x0004,14,-70,1,,
17:17:31.826,DATA,0x0005,0x0005,15,-74,1,,
17:17:31.862,DATA,0x0004,0x0004,15,-70,1,,
17:17:31.879,DATA,0x0003,0x0003,15,-60,1,,
17:17:32.827,DATA,0x0005,0x0005,16,-71,1,,
17:17:32.864,DATA,0x0003,0x0003,16,-58,1,,
17:17:32.879,DATA,0x0004,0x0004,16,-70,1,,
17:17:33.832,DATA,0x0004,0x0004,17,-71,1,,
17:17:33.863,DATA,0x0005,0x0005,17,-71,1,,
17:17:33.875,DATA,0x0003,0x0003,17,-64,1,,
17:17:34.822,DATA,0x0003,0x0003,18,-63,1,,
17:17:34.859,DATA,0x0004,0x0004,18,-72,1,,
17:17:34.872,DATA,0x0005,0x0005,18,-78,1,,
17:17:35.797,DATA,0x0004,0x0004,19,-80,1,,
17:17:35.851,DATA,0x0005,0x0005,19,-76,1,,
17:17:35.866,DATA,0x0003,0x0003,19,-56,1,,
17:17:36.825,DATA,0x0005,0x0005,20,-74,1,,
17:17:36.863,DATA,0x0003,0x0003,20,-57,1,,
17:17:36.880,DATA,0x0004,0x0004,20,-70,1,,
17:17:37.826,DATA,0x0005,0x0005,21,-69,1,,
17:17:37.863,DATA,0x0003,0x0003,21,-57,1,,
17:17:37.882,DATA,0x0004,0x0004,21,-76,1,,
17:17:38.810,DATA,0x0005,0x0005,22,-79,1,,
17:17:38.857,DATA,0x0003,0x0003,22,-59,1,,
17:17:38.875,DATA,0x0004,0x0004,22,-71,1,,
17:17:39.815,DATA,0x0004,0x0004,23,-72,1,,
17:17:39.858,DATA,0x0005,0x0005,23,-69,1,,
17:17:39.875,DATA,0x0003,0x0003,23,-59,1,,
17:17:40.828,DATA,0x0003,0x0003,24,-60,1,,
17:17:40.840,DATA,0x0005,0x0005,24,-78,1,,
17:17:40.877,DATA,0x0004,0x0004,24,-71,1,,
17:17:41.828,DATA,0x0005,0x0005,25,-81,1,,
17:17:41.865,DATA,0x0003,0x0003,25,-64,1,,
17:17:41.875,DATA,0x0004,0x0004,25,-70,1,,
17:17:42.833,DATA,0x0005,0x0005,26,-80,1,,
17:17:42.843,DATA,0x0004,0x0004,26,-70,1,,
17:17:42.874,DATA,0x0003,0x0003,26,-63,1,,
17:17:43.813,DATA,0x0003,0x0003,27,-60,1,,
17:17:43.834,DATA,0x0004,0x0004,27,-70,1,,
