Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,Latency_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,PDR_Percent
18:11:37.488,EVENT,TEST_START,Duration_ms=120000,,,,,,,,,,
18:11:37.606,DATA,0x01b5,0x01b5,1,1,185,-49,,,,,,
18:11:37.750,DATA,0x01b4,0x01b6,1,2,266,-57,,,,,,
18:11:37.769,DATA,0x01af,0x01ac,1,2,295,-88,,,,,,
18:11:37.972,DATA,0x01b0,0x01b7,1,2,247,-66,,,,,,
18:11:38.045,DATA,0x01b8,0x01b6,1,2,339,-60,,,,,,
18:11:38.129,DATA,0x01ad,0x01ad,1,1,114,-56,,,,,,
18:11:38.197,DATA,0x01a7,0x01ac,1,2,321,-70,,,,,,
18:11:38.208,DATA,0x01b1,0x01b7,1,2,246,-70,,,,,,
18:11:38.403,DATA,0x01b9,0x01b9,1,1,120,-50,,,,,,
18:11:39.577,DATA,0x01ad,0x01ad,2,1,0,-72,,,,,,
18:11:39.647,DATA,0x01b8,0x01b9,2,2,0,-52,,,,,,
18:11:39.677,DATA,0x01b5,0x01b5,3,1,0,-49,,,,,,
18:11:39.843,DATA,0x01a8,0x01ac,2,3,0,-75,,,,,,
18:11:39.872,DATA,0x01b4,0x01b6,3,2,0,-55,,,,,,
18:11:39.988,DATA,0x01b2,0x01b7,2,2,0,-69,,,,,,
18:11:40.332,DATA,0x01ad,0x01ad,3,1,0,-53,,,,,,
18:11:40.375,DATA,0x01a7,0x01ac,3,2,0,-70,,,,,,
18:11:40.481,DATA,0x01ab,0x01b7,3,2,0,-77,,,,,,
18:11:40.669,DATA,0x01b9,0x01b9,3,1,0,-51,,,,,,
18:11:40.734,DATA,0x01b2,0x01b7,3,2,0,-72,,,,,,
18:11:40.790,DATA,0x01aa,0x01ac,3,2,0,-61,,,,,,
18:11:40.813,DATA,0x01b4,0x01b6,4,2,0,-56,,,,,,
18:11:40.864,DATA,0x01b5,0x01b5,4,1,0,-50,,,,,,
18:11:40.974,DATA,0x01b6,0x01b6,4,1,0,-57,,,,,,
18:11:41.105,DATA,0x01af,0x01ac,4,2,0,-62,,,,,,
18:11:41.326,DATA,0x01b8,0x01b7,4,2,0,-60,,,,,,
18:11:41.430,DATA,0x01ad,0x01ad,4,1,0,-54,,,,,,
18:11:41.446,DATA,0x01a7,0x01ac,4,2,0,-70,,,,,,
18:11:41.720,DATA,0x01b7,0x01b7,4,1,0,-61,,,,,,
18:11:41.885,DATA,0x01ae,0x01ac,4,2,0,-61,,,,,,
18:11:41.897,DATA,0x01b9,0x01b9,4,1,0,-52,,,,,,
18:11:41.907,DATA,0x01b4,0x01b6,5,2,0,-55,,,,,,
18:11:41.922,DATA,0x01b5,0x01b5,5,1,0,-50,,,,,,
18:11:42.120,DATA,0x01b6,0x01b6,5,1,0,-54,,,,,,
18:11:42.283,DATA,0x01af,0x01ac,5,2,0,-70,,,,,,
18:11:42.295,DATA,0x01b8,0x01b7,5,2,0,-75,,,,,,
18:11:42.548,DATA,0x01b1,0x01ac,5,2,0,-71,,,,,,
18:11:42.557,DATA,0x01b0,0x01b7,5,2,0,-61,,,,,,
18:11:42.589,DATA,0x01ad,0x01ad,5,1,0,-53,,,,,,
18:11:42.712,DATA,0x01b7,0x01b7,5,1,0,-76,,,,,,
18:11:42.804,DATA,0x01aa,0x01ac,5,2,0,-70,,,,,,
18:11:42.813,DATA,0x01b9,0x01b9,5,1,0,-55,,,,,,
18:11:42.888,DATA,0x01b5,0x01b5,6,1,0,-51,,,,,,
18:11:42.987,DATA,0x01b4,0x01b6,6,2,0,-52,,,,,,
18:11:43.188,DATA,0x01b2,0x01b9,5,2,0,-55,,,,,,
18:11:43.231,DATA,0x01b6,0x01b6,6,1,0,-54,,,,,,
18:11:43.330,DATA,0x01b8,0x01b7,6,2,0,-77,,,,,,
18:11:43.357,DATA,0x01af,0x01ac,6,2,0,-71,,,,,,
18:11:43.687,DATA,0x01b3,0x01b7,6,2,0,-69,,,,,,
18:11:43.717,DATA,0x01a7,0x01ac,6,2,0,-76,,,,,,
18:11:43.758,DATA,0x01ad,0x01ad,6,1,0,-53,,,,,,
18:11:43.984,DATA,0x01b9,0x01b9,6,1,0,-52,,,,,,
18:11:43.995,DATA,0x01b5,0x01b5,7,1,0,-51,,,,,,
18:11:44.117,DATA,0x01a9,0x01ac,6,2,0,-63,,,,,,
18:11:44.288,DATA,0x01b2,0x01b9,6,2,0,-51,,,,,,
18:11:44.306,DATA,0x01b4,0x01b6,7,2,0,-56,,,,,,
18:11:44.526,DATA,0x01af,0x01ac,7,2,0,-60,,,,,,
18:11:44.684,DATA,0x01ad,0x01ad,7,1,0,-53,,,,,,
18:11:44.940,DATA,0x01ab,0x01b7,7,2,0,-72,,,,,,
18:11:44.985,DATA,0x01b5,0x01b5,8,1,0,-50,,,,,,
18:11:44.996,DATA,0x01b9,0x01b9,7,1,0,-52,,,,,,
18:11:45.053,DATA,0x01a8,0x01ac,7,3,0,-61,,,,,,
18:11:45.182,DATA,0x01b4,0x01b6,8,2,0,-54,,,,,,
18:11:45.429,DATA,0x01b2,0x01b9,7,2,0,-51,,,,,,
18:11:45.460,DATA,0x01b6,0x01b6,8,1,0,-50,,,,,,
18:11:45.547,DATA,0x01af,0x01ac,8,2,0,-60,,,,,,
18:11:45.670,DATA,0x01b1,0x01b7,8,2,0,-73,,,,,,
18:11:45.783,DATA,0x01ad,0x01ad,8,1,0,-53,,,,,,
18:11:45.843,DATA,0x01a7,0x01ac,8,2,0,-70,,,,,,
18:11:45.984,DATA,0x01ab,0x01b7,8,2,0,-61,,,,,,
18:11:46.134,DATA,0x01b9,0x01b9,8,1,0,-54,,,,,,
18:11:46.157,DATA,0x01b5,0x01b5,9,1,0,-51,,,,,,
18:11:46.179,DATA,0x01b4,0x01b6,9,2,0,-55,,,,,,
18:11:46.439,DATA,0x01b2,0x01b9,8,2,0,-52,,,,,,
18:11:46.487,DATA,0x01b6,0x01b6,9,1,0,-55,,,,,,
18:11:46.779,DATA,0x01b1,0x01b7,9,2,0,-60,,,,,,
18:11:46.822,DATA,0x01ad,0x01ad,9,1,0,-52,,,,,,
18:11:46.877,DATA,0x01b3,0x01ac,9,2,0,-69,,,,,,
18:11:47.066,DATA,0x01ab,0x01b7,9,2,0,-61,,,,,,
