Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,Latency_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,PDR_Percent
16:57:05.098,EVENT,TEST_START,Duration_ms=120000,,,,,,,,,,
16:57:06.274,DATA,0x01a0,0x01a0,1,1,116,-52,,,,,,
16:57:06.447,DATA,0x018f,0x0191,1,2,201,-68,,,,,,
16:57:06.476,DATA,0x01a4,0x01a4,1,1,78,-58,,,,,,
16:57:06.645,DATA,0x0192,0x019d,1,2,221,-54,,,,,,
16:57:06.765,DATA,0x01a2,0x01a4,1,2,233,-59,,,,,,
16:57:06.780,DATA,0x0194,0x0191,1,2,229,-55,,,,,,
16:57:06.831,DATA,0x019b,0x019b,1,1,82,-54,,,,,,
16:57:07.064,DATA,0x019d,0x019d,1,1,80,-54,,,,,,
16:57:07.193,DATA,0x019c,0x019c,1,1,75,-47,,,,,,
16:57:07.208,DATA,0x0195,0x0191,1,2,203,-55,,,,,,
16:57:07.268,DATA,0x01a3,0x019b,1,2,202,-64,,,,,,
16:57:07.287,DATA,0x01a0,0x01a0,2,1,78,-54,,,,,,
16:57:07.462,DATA,0x01a5,0x01a4,1,2,366,-53,,,,,,
16:57:07.685,DATA,0x01a4,0x01a4,2,1,109,-67,,,,,,
16:57:07.694,DATA,0x018f,0x0191,2,2,355,-61,,,,,,
16:57:07.886,DATA,0x0192,0x019d,2,2,307,-54,,,,,,
16:57:07.967,DATA,0x0194,0x0191,2,2,267,-52,,,,,,
16:57:08.027,DATA,0x019b,0x019b,2,1,80,-60,,,,,,
16:57:08.134,DATA,0x019d,0x019d,2,1,79,-63,,,,,,
16:57:08.361,DATA,0x019c,0x019c,2,1,84,-46,,,,,,
16:57:08.432,DATA,0x01a0,0x01a0,3,1,71,-53,,,,,,
16:57:08.458,DATA,0x01a3,0x019b,2,2,234,-63,,,,,,
16:57:08.520,DATA,0x0195,0x01a4,2,2,380,-65,,,,,,
16:57:08.715,DATA,0x0191,0x0191,3,1,79,-54,,,,,,
16:57:08.805,DATA,0x0192,0x019d,3,2,204,-58,,,,,,
16:57:08.871,DATA,0x01a4,0x01a4,3,1,264,-53,,,,,,
16:57:08.927,DATA,0x0196,0x0191,3,2,207,-68,,,,,,
16:57:09.133,DATA,0x019b,0x019b,3,1,78,-56,,,,,,
16:57:09.187,DATA,0x019d,0x019d,3,1,77,-57,,,,,,
16:57:09.469,DATA,0x019f,0x01a4,3,2,308,-62,,,,,,
16:57:09.487,DATA,0x019c,0x019c,3,1,109,-46,,,,,,
16:57:09.497,DATA,0x01a3,0x019b,3,2,230,-66,,,,,,
16:57:09.604,DATA,0x01a0,0x01a0,4,1,81,-52,,,,,,
16:57:09.736,DATA,0x018f,0x01a4,4,2,310,-67,,,,,,
16:57:09.820,DATA,0x0191,0x0191,4,1,86,-61,,,,,,
16:57:09.885,DATA,0x01a2,0x01a4,4,2,216,-60,,,,,,
16:57:09.909,DATA,0x0192,0x019d,4,2,232,-63,,,,,,
16:57:10.044,DATA,0x0196,0x0191,4,2,215,-57,,,,,,
16:57:10.185,DATA,0x019d,0x019d,4,1,74,-63,,,,,,
16:57:10.223,DATA,0x019b,0x019b,4,1,74,-57,,,,,,
16:57:10.539,DATA,0x019a,0x01a4,4,2,327,-67,,,,,,
16:57:10.606,DATA,0x019c,0x019c,4,1,78,-47,,,,,,
16:57:10.611,DATA,0x01a3,0x019b,4,2,208,-59,,,,,,
16:57:10.698,DATA,0x01a5,0x01a0,4,2,301,-51,,,,,,
16:57:10.706,DATA,0x018f,0x01a4,5,2,203,-69,,,,,,
16:57:10.907,DATA,0x0191,0x0191,5,1,78,-54,,,,,,
16:57:11.032,DATA,0x0192,0x01a0,5,2,210,-61,,,,,,
16:57:11.083,DATA,0x0196,0x0191,5,2,202,-55,,,,,,
16:57:11.218,DATA,0x01a2,0x01a4,5,2,353,-59,,,,,,
16:57:11.245,DATA,0x019d,0x019d,5,1,79,-54,,,,,,
16:57:11.287,DATA,0x0194,0x0191,5,2,213,-62,,,,,,
16:57:11.353,DATA,0x019b,0x019b,5,1,79,-54,,,,,,
16:57:11.525,DATA,0x019f,0x01a4,5,2,264,-59,,,,,,
16:57:11.648,DATA,0x019c,0x019c,5,1,76,-51,,,,,,
16:57:11.711,DATA,0x01a3,0x019b,5,2,225,-66,,,,,,
16:57:11.750,DATA,0x01a5,0x01a0,5,2,205,-53,,,,,,
16:57:11.979,DATA,0x01a4,0x01a4,6,1,104,-59,,,,,,
