Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,Latency_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,Remote_Rx_Count,PDR_Percent
07:58:06.909,EVENT,TEST_START,Duration_ms=3600000,,,,,,,,,,,
07:58:07.054,DATA,0x0005,0x0005,1,1,199,-52,,,,,,,
07:58:07.183,DATA,0x0015,0x0015,1,1,118,-49,,,,,,,
07:58:07.288,DATA,0x000c,0x0017,1,2,245,-60,,,,,,,
07:58:07.330,DATA,0x0025,0x0012,1,2,252,-60,,,,,,,
07:58:07.341,DATA,0x0027,0x0013,1,2,258,-60,,,,,,,
07:58:07.361,DATA,0x000e,0x0002,1,2,239,-71,,,,,,,
07:58:07.431,DATA,0x001c,0x0007,1,2,286,-60,,,,,,,
07:58:07.454,DATA,0x0009,0x0009,1,1,142,-59,,,,,,,
07:58:07.500,DATA,0x0026,0x0026,1,1,143,-59,,,,,,,
07:58:07.571,DATA,0x0013,0x0013,1,1,119,-65,,,,,,,
07:58:07.596,DATA,0x0021,0x0011,1,2,262,-55,,,,,,,
07:58:07.606,DATA,0x0002,0x0002,1,1,127,-69,,,,,,,
07:58:07.617,DATA,0x0017,0x0017,1,1,116,-59,,,,,,,
07:58:07.707,DATA,0x001d,0x0012,1,2,359,-68,,,,,,,
07:58:07.714,DATA,0x0008,0x0008,1,1,119,-60,,,,,,,
07:58:07.755,DATA,0x001f,0x0007,1,2,260,-59,,,,,,,
07:58:07.990,DATA,0x0024,0x0024,1,1,139,-63,,,,,,,
07:58:08.033,DATA,0x0018,0x0011,1,2,242,-57,,,,,,,
07:58:08.104,DATA,0x0019,0x0009,1,2,265,-62,,,,,,,
07:58:08.119,DATA,0x0016,0x0002,1,2,251,-63,,,,,,,
07:58:08.136,DATA,0x0005,0x0005,2,1,126,-52,,,,,,,
07:58:08.256,DATA,0x0015,0x0015,2,1,143,-48,,,,,,,
07:58:08.402,DATA,0x0025,0x0012,2,2,260,-63,,,,,,,
07:58:08.420,DATA,0x0027,0x0013,2,2,338,-61,,,,,,,
07:58:08.471,DATA,0x001c,0x0007,2,2,249,-63,,,,,,,
07:58:08.548,DATA,0x000c,0x0017,2,2,452,-55,,,,,,,
07:58:08.562,DATA,0x0026,0x0026,2,1,123,-54,,,,,,,
07:58:08.707,DATA,0x0008,0x0008,2,1,121,-52,,,,,,,
07:58:08.739,DATA,0x0021,0x0011,2,2,289,-52,,,,,,,
07:58:08.789,DATA,0x0002,0x0002,2,1,127,-78,,,,,,,
07:58:09.071,DATA,0x0004,0x0012,2,2,275,-63,,,,,,,
07:58:09.081,DATA,0x0007,0x0007,2,1,123,-59,,,,,,,
07:58:09.125,DATA,0x0024,0x0024,2,1,156,-60,,,,,,,
07:58:09.263,DATA,0x0005,0x0005,3,1,119,-58,,,,,,,
07:58:09.270,DATA,0x0019,0x0009,2,2,282,-62,,,,,,,
07:58:09.363,DATA,0x0027,0x0013,3,2,270,-66,,,,,,,
07:58:09.411,DATA,0x0015,0x0015,3,1,143,-55,,,,,,,
07:58:09.497,DATA,0x000e,0x0002,3,2,260,-72,,,,,,,
07:58:09.589,DATA,0x000c,0x0017,3,2,304,-59,,,,,,,
07:58:09.757,DATA,0x0026,0x0026,3,1,132,-54,,,,,,,
07:58:09.813,DATA,0x0021,0x0011,3,2,245,-61,,,,,,,
07:58:09.832,DATA,0x0012,0x0012,3,1,170,-62,,,,,,,
07:58:09.898,DATA,0x0008,0x0008,3,1,125,-52,,,,,,,
07:58:09.993,DATA,0x001f,0x0007,3,2,247,-59,,,,,,,
07:58:10.183,DATA,0x0016,0x0002,3,2,282,-76,,,,,,,
07:58:10.240,DATA,0x0024,0x0024,3,1,165,-62,,,,,,,
07:58:10.327,DATA,0x0019,0x0009,3,2,247,-59,,,,,,,
07:58:10.386,DATA,0x0005,0x0005,4,1,124,-49,,,,,,,
07:58:10.412,DATA,0x0027,0x0013,4,2,271,-64,,,,,,,
07:58:10.471,DATA,0x0015,0x0015,4,1,117,-55,,,,,,,
07:58:10.579,DATA,0x000c,0x0017,4,2,252,-59,,,,,,,
07:58:10.902,DATA,0x0026,0x0026,4,1,117,-54,,,,,,,
07:58:11.036,DATA,0x0021,0x0011,4,2,280,-61,,,,,,,
07:58:11.052,DATA,0x0012,0x0012,4,1,250,-67,,,,,,,
07:58:11.104,DATA,0x001f,0x0007,4,2,336,-53,,,,,,,
07:58:11.116,DATA,0x0008,0x0008,4,1,148,-61,,,,,,,
07:58:11.153,DATA,0x0023,0x0002,4,2,295,-64,,,,,,,
07:58:11.419,DATA,0x0024,0x0024,4,1,151,-63,,,,,,,
07:58:11.448,DATA,0x0005,0x0005,5,1,127,-58,,,,,,,
07:58:11.462,DATA,0x0019,0x0009,4,2,267,-62,,,,,,,
07:58:11.493,DATA,0x0027,0x0013,5,2,246,-64,,,,,,,
07:58:11.570,DATA,0x0015,0x0015,5,1,129,-49,,,,,,,
07:58:11.667,DATA,0x000c,0x0017,5,2,242,-59,,,,,,,
07:58:11.797,DATA,0x0025,0x0012,5,2,333,-59,,,,,,,
07:58:12.088,DATA,0x001d,0x0002,5,2,288,-72,,,,,,,
07:58:12.130,DATA,0x0026,0x0026,5,1,167,-59,,,,,,,
07:58:12.166,DATA,0x0011,0x0011,5,1,177,-52,,,,,,,
07:58:12.229,DATA,0x0023,0x0008,5,2,254,-61,,,,,,,
07:58:12.236,DATA,0x001f,0x0007,5,2,268,-59,,,,,,,
07:58:12.494,DATA,0x0005,0x0005,6,1,173,-58,,,,,,,
07:58:12.532,DATA,0x0027,0x0013,6,2,252,-61,,,,,,,
07:58:12.565,DATA,0x0019,0x0009,5,2,350,-62,,,,,,,
07:58:12.611,DATA,0x0015,0x0015,6,1,123,-55,,,,,,,
07:58:12.627,DATA,0x0024,0x0024,5,1,317,-60,,,,,,,
07:58:12.995,DATA,0x000c,0x0017,6,2,363,-55,,,,,,,
07:58:13.058,DATA,0x0025,0x0012,6,2,476,-62,,,,,,,
07:58:13.167,DATA,0x001d,0x0002,6,2,252,-69,,,,,,,
07:58:13.229,DATA,0x0026,0x0026,6,1,121,-59,,,,,,,
07:58:13.236,DATA,0x0023,0x0008,6,2,242,-61,,,,,,,
07:58:13.244,DATA,0x0011,0x0011,6,1,175,-55,,,,,,,
07:58:13.437,DATA,0x001f,0x0007,6,2,347,-52,,,,,,,
07:58:13.497,DATA,0x0024,0x0024,6,1,151,-62,,,,,,,
07:58:13.531,DATA,0x0005,0x0005,7,1,122,-51,,,,,,,
07:58:13.630,DATA,0x0019,0x0009,6,2,277,-59,,,,,,,
07:58:13.673,DATA,0x0027,0x0013,7,2,276,-64,,,,,,,
07:58:13.816,DATA,0x0015,0x0015,7,1,123,-48,,,,,,,
07:58:13.854,DATA,0x0025,0x0012,7,2,252,-59,,,,,,,
07:58:13.971,DATA,0x000c,0x0017,7,2,256,-54,,,,,,,
07:58:14.303,DATA,0x0026,0x0026,7,1,123,-55,,,,,,,
07:58:14.324,DATA,0x001d,0x0002,7,2,296,-69,,,,,,,
07:58:14.341,DATA,0x0023,0x0008,7,2,247,-55,,,,,,,
07:58:14.466,DATA,0x0011,0x0011,7,1,170,-55,,,,,,,
07:58:14.494,DATA,0x001f,0x0007,7,2,264,-59,,,,,,,
07:58:14.544,DATA,0x0005,0x0005,8,1,116,-58,,,,,,,
07:58:14.611,DATA,0x0019,0x0009,7,2,242,-59,,,,,,,
07:58:14.822,DATA,0x0027,0x0013,8,2,266,-61,,,,,,,
07:58:14.837,DATA,0x0024,0x0024,7,1,324,-60,,,,,,,
07:58:14.922,DATA,0x0025,0x0012,8,2,258,-59,,,,,,,
07:58:14.996,DATA,0x0015,0x0015,8,1,150,-55,,,,,,,
07:58:15.365,DATA,0x0026,0x0026,8,1,123,-55,,,,,,,
07:58:15.463,DATA,0x0017,0x0017,8,1,142,-54,,,,,,,
07:58:15.497,DATA,0x0023,0x0008,8,2,275,-59,,,,,,,
