Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,RTT_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,Remote_Rx_Count,PDR_Percent
16:18:01.571,EVENT,TEST_START,Duration_ms=1200000,,,,,,,,,,,
16:20:11.600,DATA,0x0004,0x0004,1,1,0,-62,,,,,,,
16:20:17.762,DATA,0x0005,0x0005,1,1,0,-52,,,,,,,
16:21:11.725,DATA,0x0004,0x0004,2,1,0,-57,,,,,,,
16:21:17.877,DATA,0x0005,0x0005,2,1,0,-59,,,,,,,
16:22:11.982,DATA,0x0004,0x0004,3,1,0,-61,,,,,,,
16:22:17.978,DATA,0x0002,0x0004,1,2,0,-61,,,,,,,
16:22:18.046,DATA,0x0005,0x0005,3,1,0,-59,,,,,,,
16:23:11.885,DATA,0x0004,0x0004,4,1,0,-55,,,,,,,
16:23:18.067,DATA,0x0002,0x0004,2,2,0,-61,,,,,,,
16:23:18.110,DATA,0x0005,0x0005,4,1,0,-59,,,,,,,
16:24:11.896,DATA,0x0004,0x0004,5,1,0,-62,,,,,,,
16:24:18.184,DATA,0x0002,0x0004,3,2,0,-62,,,,,,,
16:24:18.241,DATA,0x0005,0x0005,5,1,0,-52,,,,,,,
