Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,Latency_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,PDR_Percent
17:52:05.395,EVENT,TEST_START,Duration_ms=3600000,,,,,,,,,,
17:52:05.538,DATA,0x0226,0x0226,1,1,175,-59,,,,,,
17:52:05.574,DATA,0x0228,0x0228,1,1,208,-53,,,,,,
17:52:05.635,DATA,0x021f,0x021f,1,1,131,-69,,,,,,
17:52:05.722,DATA,0x0224,0x0224,1,1,132,-62,,,,,,
17:52:05.754,DATA,0x0220,0x0220,1,1,135,-57,,,,,,
17:52:05.807,DATA,0x0214,0x0214,1,1,133,-60,,,,,,
17:52:06.053,DATA,0x0218,0x021f,1,2,453,-72,,,,,,
17:52:06.065,DATA,0x020e,0x020e,1,1,126,-58,,,,,,
17:52:06.080,DATA,0x0225,0x021b,1,2,376,-56,,,,,,
17:52:06.094,DATA,0x0213,0x0220,1,2,257,-57,,,,,,
17:52:06.142,DATA,0x021e,0x021e,1,1,318,-58,,,,,,
17:52:06.204,DATA,0x0227,0x0227,1,1,133,-55,,,,,,
17:52:06.245,DATA,0x0215,0x0214,1,2,305,-57,,,,,,
17:52:06.502,DATA,0x020b,0x021f,1,2,387,-61,,,,,,
17:52:06.513,DATA,0x0226,0x0226,2,1,129,-60,,,,,,
17:52:06.593,DATA,0x0217,0x020d,1,2,487,-53,,,,,,
17:52:06.663,DATA,0x0228,0x0228,2,1,127,-47,,,,,,
17:52:06.854,DATA,0x0214,0x0214,2,1,125,-56,,,,,,
17:52:06.922,DATA,0x021c,0x020e,1,2,582,-72,,,,,,
17:52:06.929,DATA,0x0220,0x0220,2,1,183,-57,,,,,,
17:52:06.939,DATA,0x0224,0x0224,2,1,159,-55,,,,,,
17:52:06.962,DATA,0x0218,0x021f,2,2,406,-59,,,,,,
17:52:06.993,DATA,0x0225,0x021b,2,2,327,-57,,,,,,
17:52:07.121,DATA,0x021e,0x021e,2,1,126,-54,,,,,,
17:52:07.323,DATA,0x021d,0x0214,2,2,327,-56,,,,,,
17:52:07.336,DATA,0x0227,0x0227,2,1,128,-55,,,,,,
17:52:07.347,DATA,0x0219,0x020d,2,2,263,-62,,,,,,
17:52:07.420,DATA,0x0212,0x020e,2,2,258,-57,,,,,,
17:52:07.565,DATA,0x020b,0x021f,2,2,358,-60,,,,,,
17:52:07.839,DATA,0x0226,0x0226,3,1,326,-58,,,,,,
17:52:07.885,DATA,0x0220,0x0220,3,1,128,-54,,,,,,
17:52:07.892,DATA,0x0228,0x0228,3,1,133,-47,,,,,,
17:52:07.984,DATA,0x0214,0x0214,3,1,132,-63,,,,,,
17:52:08.073,DATA,0x0224,0x0224,3,1,128,-54,,,,,,
17:52:08.119,DATA,0x020e,0x020e,3,1,126,-56,,,,,,
17:52:08.158,DATA,0x021e,0x021e,3,1,131,-60,,,,,,
17:52:08.183,DATA,0x0225,0x021b,3,2,388,-58,,,,,,
17:52:08.397,DATA,0x0219,0x020d,3,2,281,-61,,,,,,
17:52:08.507,DATA,0x0227,0x0227,3,1,160,-70,,,,,,
17:52:08.559,DATA,0x020b,0x021f,3,2,285,-61,,,,,,
17:52:08.707,DATA,0x0226,0x0226,4,1,137,-62,,,,,,
17:52:08.909,DATA,0x0220,0x0220,4,1,141,-52,,,,,,
17:52:09.041,DATA,0x0228,0x0228,4,1,131,-47,,,,,,
17:52:09.066,DATA,0x0224,0x0224,4,1,140,-62,,,,,,
17:52:09.146,DATA,0x0214,0x0214,4,1,179,-64,,,,,,
17:52:09.324,DATA,0x020e,0x020e,4,1,150,-70,,,,,,
17:52:09.343,DATA,0x021e,0x021e,4,1,152,-67,,,,,,
17:52:09.371,DATA,0x0225,0x021b,4,2,484,-55,,,,,,
17:52:09.398,DATA,0x0219,0x020d,4,2,282,-68,,,,,,
17:52:09.638,DATA,0x0227,0x0227,4,1,132,-54,,,,,,
17:52:09.647,DATA,0x0213,0x0220,4,2,484,-53,,,,,,
17:52:09.677,DATA,0x020b,0x021f,4,2,258,-62,,,,,,
17:52:09.703,DATA,0x021c,0x020e,4,2,280,-57,,,,,,
17:52:09.780,DATA,0x0226,0x0226,5,1,128,-61,,,,,,
17:52:09.888,DATA,0x0217,0x020d,4,2,319,-54,,,,,,
17:52:09.898,DATA,0x0220,0x0220,5,1,127,-53,,,,,,
17:52:10.111,DATA,0x021f,0x021f,5,1,224,-52,,,,,,
17:52:10.218,DATA,0x0228,0x0228,5,1,133,-55,,,,,,
17:52:10.252,DATA,0x0214,0x0214,5,1,157,-56,,,,,,
17:52:10.271,DATA,0x0224,0x0224,5,1,156,-53,,,,,,
17:52:10.349,DATA,0x020c,0x021b,5,2,309,-64,,,,,,
17:52:10.371,DATA,0x021e,0x021e,5,1,129,-56,,,,,,
17:52:10.402,DATA,0x020e,0x020e,5,1,152,-73,,,,,,
17:52:10.461,DATA,0x0219,0x020d,5,2,271,-60,,,,,,
17:52:10.524,DATA,0x0213,0x0220,5,2,263,-53,,,,,,
17:52:10.654,DATA,0x0227,0x0227,5,1,129,-56,,,,,,
17:52:10.814,DATA,0x020b,0x021f,5,2,259,-70,,,,,,
17:52:10.876,DATA,0x0226,0x0226,6,1,133,-60,,,,,,
17:52:11.302,DATA,0x0225,0x021b,6,2,262,-59,,,,,,
17:52:11.439,DATA,0x0214,0x0214,6,1,127,-62,,,,,,
17:52:11.457,DATA,0x021e,0x021e,6,1,160,-55,,,,,,
17:52:11.470,DATA,0x0228,0x0228,6,1,207,-47,,,,,,
17:52:11.481,DATA,0x020e,0x020e,6,1,132,-59,,,,,,
17:52:11.489,DATA,0x0224,0x0224,6,1,157,-53,,,,,,
17:52:11.561,DATA,0x0219,0x020d,6,2,262,-63,,,,,,
17:52:11.773,DATA,0x0213,0x0220,6,2,340,-58,,,,,,
17:52:11.834,DATA,0x0227,0x0227,6,1,131,-59,,,,,,
17:52:11.927,DATA,0x0226,0x0226,7,1,127,-59,,,,,,
17:52:11.969,DATA,0x020b,0x021f,6,2,267,-70,,,,,,
17:52:12.335,DATA,0x0225,0x021b,7,2,247,-57,,,,,,
17:52:12.497,DATA,0x0214,0x0214,7,1,156,-63,,,,,,
17:52:12.504,DATA,0x021e,0x021e,7,1,132,-65,,,,,,
17:52:12.534,DATA,0x0228,0x0228,7,1,149,-47,,,,,,
17:52:12.591,DATA,0x0224,0x0224,7,1,130,-54,,,,,,
17:52:12.645,DATA,0x020e,0x020e,7,1,129,-56,,,,,,
17:52:12.683,DATA,0x0213,0x0220,7,2,257,-53,,,,,,
17:52:12.816,DATA,0x0219,0x020d,7,2,436,-60,,,,,,
17:52:12.835,DATA,0x021b,0x021b,7,1,157,-57,,,,,,
17:52:13.037,DATA,0x020b,0x021f,7,2,275,-68,,,,,,
17:52:13.046,DATA,0x0227,0x0227,7,1,133,-59,,,,,,
17:52:13.110,DATA,0x0226,0x0226,8,1,128,-60,,,,,,
17:52:13.555,DATA,0x021e,0x021e,8,1,126,-65,,,,,,
17:52:13.617,DATA,0x0214,0x0214,8,1,134,-57,,,,,,
17:52:13.627,DATA,0x0228,0x0228,8,1,126,-47,,,,,,
17:52:13.697,DATA,0x020c,0x021b,8,2,342,-72,,,,,,
17:52:13.729,DATA,0x020e,0x020e,8,1,178,-71,,,,,,
17:52:13.779,DATA,0x0224,0x0224,8,1,191,-55,,,,,,
17:52:13.874,DATA,0x0213,0x0220,8,2,347,-53,,,,,,
17:52:13.941,DATA,0x0219,0x020d,8,2,385,-59,,,,,,
17:52:13.970,DATA,0x0215,0x0214,8,2,353,-57,,,,,,
17:52:14.084,DATA,0x0227,0x0227,8,1,128,-59,,,,,,
17:52:14.116,DATA,0x021c,0x020e,8,2,261,-73,,,,,,
17:52:14.153,DATA,0x020b,0x021f,8,2,262,-70,,,,,,
17:52:14.221,DATA,0x0220,0x0220,9,1,133,-58,,,,,,
17:52:14.246,DATA,0x0226,0x0226,9,1,128,-59,,,,,,
17:52:14.430,DATA,0x0217,0x020d,8,2,309,-56,,,,,,
17:52:14.591,DATA,0x021e,0x021e,9,1,137,-56,,,,,,
