Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,RSSI,HopCount,Latency_ms,BeaconTx,HeartbeatTx,RouteChanges,Rx_Unique_Count,PDR_Percent
10:40:42.285,HEARTBEAT,0x0123,0x0123,,-75,1,,,,,,
10:40:43.590,EVENT,TEST_START,Duration_ms=60000,,,,,,,,,
10:40:46.050,DATA,0x0126,0x0126,1,-80,1,2,,,,,
10:40:46.782,DATA,0x0124,0x0124,1,-64,1,40,,,,,
10:40:47.433,DATA,0x0123,0x0123,1,-61,1,58,,,,,
10:40:47.445,DATA,0x0126,0x0126,1,-63,1,71,,,,,
10:40:47.466,DATA,0x0124,0x0124,1,-62,1,32,,,,,
10:40:47.483,DATA,0x0127,0x0127,1,-50,1,82,,,,,
10:40:47.499,DATA,0x0123,0x0123,1,-62,1,179,,,,,
10:40:47.513,DATA,0x0125,0x0125,1,-58,1,177,,,,,
10:40:48.105,DATA,0x0126,0x0126,2,-81,1,73,,,,,
10:40:48.274,DATA,0x0124,0x0124,2,-61,1,53,,,,,
10:40:48.408,DATA,0x0127,0x0127,2,-45,1,88,,,,,
10:40:48.537,DATA,0x0123,0x0123,2,-61,1,91,,,,,
10:40:48.610,DATA,0x0125,0x0125,2,-58,1,73,,,,,
10:40:50.312,DATA,0x0124,0x0124,3,-58,1,49,,,,,
10:40:50.509,DATA,0x0127,0x0127,3,-45,1,82,,,,,
10:40:50.564,DATA,0x0126,0x0126,3,-76,1,338,,,,,
10:40:50.743,DATA,0x0123,0x0123,3,-61,1,214,,,,,
10:40:50.878,DATA,0x0125,0x0125,3,-61,1,174,,,,,
10:40:52.447,DATA,0x0126,0x0126,4,-76,1,122,,,,,
10:40:52.577,DATA,0x0124,0x0124,4,-60,1,127,,,,,
10:40:52.778,DATA,0x0123,0x0123,4,-64,1,175,,,,,
10:40:52.827,DATA,0x0125,0x0125,4,-58,1,66,,,,,
10:40:52.914,DATA,0x0127,0x0127,4,-45,1,350,,,,,
10:40:54.417,DATA,0x0126,0x0126,5,-83,1,67,,,,,
10:40:54.619,DATA,0x0124,0x0124,5,-63,1,32,,,,,
10:40:54.682,DATA,0x0127,0x0127,5,-45,1,83,,,,,
10:40:54.947,DATA,0x0125,0x0125,5,-61,1,95,,,,,
10:40:55.202,DATA,0x0123,0x0123,5,-62,1,612,,,,,
10:40:56.470,DATA,0x0126,0x0126,6,-66,1,83,,,,,
10:40:56.734,DATA,0x0123,0x0123,6,-63,1,73,,,,,
10:40:56.872,DATA,0x0127,0x0127,6,-49,1,200,,,,,
10:40:57.011,DATA,0x0125,0x0125,6,-58,1,174,,,,,
10:40:57.164,DATA,0x0124,0x0124,6,-61,1,412,,,,,
10:40:58.552,DATA,0x0126,0x0126,7,-68,1,74,,,,,
10:40:58.749,DATA,0x0127,0x0127,7,-45,1,84,,,,,
10:40:58.856,DATA,0x0124,0x0124,7,-62,1,65,,,,,
10:40:59.039,DATA,0x0123,0x0123,7,-59,1,223,,,,,
10:40:59.205,DATA,0x0125,0x0125,7,-56,1,209,,,,,
10:41:00.802,DATA,0x0126,0x0126,8,-60,1,118,,,,,
10:41:00.964,DATA,0x0124,0x0124,8,-59,1,47,,,,,
10:41:01.069,DATA,0x0123,0x0123,8,-61,1,181,,,,,
10:41:01.140,DATA,0x0125,0x0125,8,-58,1,69,,,,,
10:41:01.303,DATA,0x0127,0x0127,8,-45,1,611,,,,,
10:41:02.885,DATA,0x0126,0x0126,9,-70,1,91,,,,,
10:41:02.999,DATA,0x0127,0x0127,9,-45,1,195,,,,,
10:41:03.171,DATA,0x0123,0x0123,9,-60,1,185,,,,,
10:41:03.342,DATA,0x0125,0x0125,9,-57,1,200,,,,,
10:41:03.502,DATA,0x0124,0x0124,9,-62,1,418,,,,,
10:41:04.898,DATA,0x0126,0x0126,10,-77,1,70,,,,,
10:41:05.044,DATA,0x0127,0x0127,10,-49,1,222,,,,,
10:41:05.195,DATA,0x0123,0x0123,10,-61,1,69,,,,,
10:41:05.255,DATA,0x0125,0x0125,10,-58,1,73,,,,,
10:41:05.528,DATA,0x0124,0x0124,10,-64,1,358,,,,,
10:41:07.082,DATA,0x0126,0x0126,11,-62,1,77,,,,,
10:41:07.199,DATA,0x0127,0x0127,11,-49,1,191,,,,,
10:41:07.328,DATA,0x0123,0x0123,11,-59,1,98,,,,,
10:41:07.472,DATA,0x0124,0x0124,11,-61,1,143,,,,,
10:41:07.719,DATA,0x0125,0x0125,11,-59,1,333,,,,,
10:41:09.029,DATA,0x0126,0x0126,12,-62,1,70,,,,,
10:41:09.196,DATA,0x0127,0x0127,12,-45,1,82,,,,,
10:41:09.353,DATA,0x0123,0x0123,12,-60,1,70,,,,,
10:41:09.446,DATA,0x0124,0x0124,12,-62,1,34,,,,,
10:41:09.645,DATA,0x0125,0x0125,12,-59,1,70,,,,,
10:41:11.134,DATA,0x0126,0x0126,13,-62,1,66,,,,,
10:41:11.316,DATA,0x0127,0x0127,13,-45,1,203,,,,,
10:41:11.559,DATA,0x0123,0x0123,13,-63,1,69,,,,,
10:41:11.683,DATA,0x0124,0x0124,13,-61,1,130,,,,,
10:41:11.789,DATA,0x0125,0x0125,13,-58,1,72,,,,,
10:41:13.229,DATA,0x0126,0x0126,14,-81,1,70,,,,,
10:41:13.508,DATA,0x0127,0x0127,14,-45,1,278,,,,,
10:41:13.590,DATA,0x0123,0x0123,14,-62,1,77,,,,,
10:41:13.779,DATA,0x0124,0x0124,14,-60,1,23,,,,,
10:41:13.850,DATA,0x0125,0x0125,14,-57,1,73,,,,,
10:41:15.254,DATA,0x0126,0x0126,15,-63,1,74,,,,,
10:41:15.445,DATA,0x0127,0x0127,15,-49,1,204,,,,,
10:41:15.725,DATA,0x0123,0x0123,15,-61,1,69,,,,,
10:41:15.851,DATA,0x0124,0x0124,15,-56,1,23,,,,,
10:41:16.049,DATA,0x0125,0x0125,15,-57,1,72,,,,,
10:41:17.282,DATA,0x0126,0x0126,16,-74,1,71,,,,,
10:41:17.412,DATA,0x0127,0x0127,16,-45,1,91,,,,,
10:41:17.896,DATA,0x0123,0x0123,16,-60,1,78,,,,,
10:41:17.962,DATA,0x0124,0x0124,16,-62,1,23,,,,,
10:41:18.046,DATA,0x0125,0x0125,16,-57,1,70,,,,,
10:41:19.267,DATA,0x0126,0x0126,17,-64,1,67,,,,,
10:41:19.501,DATA,0x0127,0x0127,17,-45,1,82,,,,,
10:41:20.012,DATA,0x0123,0x0123,17,-63,1,65,,,,,
10:41:20.099,DATA,0x0124,0x0124,17,-60,1,25,,,,,
10:41:20.173,DATA,0x0125,0x0125,17,-58,1,74,,,,,
10:41:21.428,DATA,0x0126,0x0126,18,-62,1,64,,,,,
10:41:21.512,DATA,0x0127,0x0127,18,-45,1,84,,,,,
10:41:22.138,DATA,0x0123,0x0123,18,-60,1,74,,,,,
10:41:22.253,DATA,0x0124,0x0124,18,-57,1,131,,,,,
10:41:22.462,DATA,0x0125,0x0125,18,-62,1,335,,,,,
10:41:23.457,DATA,0x0126,0x0126,19,-60,1,68,,,,,
10:41:23.634,DATA,0x0127,0x0127,19,-45,1,84,,,,,
10:41:24.319,DATA,0x0125,0x0125,19,-62,1,123,,,,,
10:41:24.411,DATA,0x0124,0x0124,19,-57,1,129,,,,,
10:41:24.590,DATA,0x0123,0x0123,19,-61,1,336,,,,,
10:41:25.610,DATA,0x0126,0x0126,20,-59,1,65,,,,,
10:41:25.837,DATA,0x0127,0x0127,20,-50,1,100,,,,,
10:41:26.289,DATA,0x0125,0x0125,20,-58,1,77,,,,,
10:41:26.481,DATA,0x0124,0x0124,20,-56,1,26,,,,,
10:41:26.592,DATA,0x0123,0x0123,20,-61,1,188,,,,,
10:41:27.670,DATA,0x0126,0x0126,21,-60,1,73,,,,,
10:41:27.970,DATA,0x0127,0x0127,21,-45,1,81,,,,,
10:41:28.307,DATA,0x0125,0x0125,21,-64,1,73,,,,,
10:41:28.603,DATA,0x0123,0x0123,21,-60,1,83,,,,,
10:41:28.755,DATA,0x0124,0x0124,21,-60,1,142,,,,,
10:41:29.801,DATA,0x0126,0x0126,22,-62,1,66,,,,,
10:41:30.060,DATA,0x0127,0x0127,22,-50,1,87,,,,,
10:41:30.508,DATA,0x0125,0x0125,22,-60,1,70,,,,,
10:41:30.657,DATA,0x0124,0x0124,22,-58,1,31,,,,,
10:41:30.776,DATA,0x0123,0x0123,22,-64,1,72,,,,,
10:41:31.905,DATA,0x0126,0x0126,23,-75,1,69,,,,,
