Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,RSSI,HopCount,Latency_ms,BeaconTx,HeartbeatTx,RouteChanges,Rx_Unique_Count,PDR_Percent
10:08:28.588,EVENT,TEST_START,Duration_ms=60000,,,,,,,,,
10:08:31.728,DATA,0x011e,0x011e,1,-59,1,0,,,,,
10:08:32.114,DATA,0x011d,0x011d,1,-60,1,137,,,,,
10:08:32.124,DATA,0x011e,0x011e,1,-57,1,265,,,,,
10:08:32.145,DATA,0x011e,0x011e,1,-56,1,44,,,,,
10:08:32.260,DATA,0x0120,0x0120,1,-60,1,71,,,,,
10:08:32.292,DATA,0x011d,0x011d,1,-61,1,64,,,,,
10:08:32.328,DATA,0x011f,0x0120,1,-65,2,306,,,,,
10:08:32.363,DATA,0x0121,0x011e,1,-59,2,218,,,,,
10:08:33.174,DATA,0x011e,0x011e,2,-56,1,40,,,,,
10:08:33.364,DATA,0x0120,0x0120,2,-60,1,64,,,,,
10:08:33.516,DATA,0x011f,0x0120,2,-60,2,230,,,,,
10:08:33.720,DATA,0x011d,0x011d,2,-59,1,217,,,,,
10:08:33.862,DATA,0x0121,0x011e,2,-56,2,317,,,,,
10:08:35.188,DATA,0x011e,0x011e,3,-61,1,38,,,,,
10:08:35.471,DATA,0x0120,0x0120,3,-67,1,64,,,,,
10:08:35.662,DATA,0x011f,0x0120,3,-64,2,223,,,,,
10:08:35.799,DATA,0x011d,0x011d,3,-60,1,172,,,,,
10:08:35.881,DATA,0x0121,0x011e,3,-55,2,204,,,,,
10:08:37.344,DATA,0x011e,0x011e,4,-54,1,39,,,,,
10:08:37.531,DATA,0x0120,0x0120,4,-57,1,65,,,,,
10:08:37.750,DATA,0x011f,0x0120,4,-59,2,203,,,,,
10:08:37.840,DATA,0x011d,0x011d,4,-56,1,67,,,,,
10:08:37.986,DATA,0x0121,0x011e,4,-58,2,197,,,,,
10:08:39.458,DATA,0x011e,0x011e,5,-57,1,35,,,,,
10:08:39.612,DATA,0x0120,0x0120,5,-58,1,86,,,,,
10:08:39.804,DATA,0x011f,0x0120,5,-58,2,204,,,,,
10:08:40.021,DATA,0x011d,0x011d,5,-59,1,63,,,,,
10:08:40.175,DATA,0x0121,0x0120,5,-63,2,200,,,,,
10:08:41.614,DATA,0x011e,0x011e,6,-57,1,39,,,,,
10:08:41.768,DATA,0x0120,0x0120,6,-57,1,176,,,,,
10:08:41.949,DATA,0x011f,0x0120,6,-62,2,213,,,,,
10:08:42.213,DATA,0x011d,0x011d,6,-62,1,62,,,,,
10:08:42.325,DATA,0x0121,0x0120,6,-59,2,198,,,,,
10:08:43.849,DATA,0x0120,0x0120,7,-62,1,67,,,,,
10:08:44.041,DATA,0x011f,0x0120,7,-63,2,240,,,,,
10:08:44.187,DATA,0x011e,0x011e,7,-62,1,406,,,,,
10:08:44.338,DATA,0x011d,0x011d,7,-61,1,70,,,,,
10:08:44.465,DATA,0x0121,0x0120,7,-65,2,211,,,,,
10:08:45.898,DATA,0x011e,0x011e,8,-60,1,45,,,,,
10:08:46.111,DATA,0x0120,0x0120,8,-60,1,177,,,,,
10:08:46.328,DATA,0x011d,0x011d,8,-57,1,65,,,,,
10:08:46.582,DATA,0x0121,0x011e,8,-60,2,201,,,,,
10:08:48.042,DATA,0x0120,0x0120,9,-60,1,69,,,,,
10:08:48.152,DATA,0x011e,0x011e,9,-55,1,154,,,,,
10:08:48.297,DATA,0x011f,0x0120,9,-60,2,352,,,,,
10:08:48.485,DATA,0x011d,0x011d,9,-60,1,119,,,,,
10:08:48.652,DATA,0x0121,0x011e,9,-56,2,200,,,,,
10:08:50.073,DATA,0x0120,0x0120,10,-62,1,90,,,,,
10:08:50.249,DATA,0x011e,0x011e,10,-58,1,47,,,,,
10:08:50.344,DATA,0x011f,0x0120,10,-62,2,206,,,,,
10:08:50.484,DATA,0x011d,0x011d,10,-60,1,90,,,,,
10:08:50.889,DATA,0x0121,0x0120,10,-65,2,221,,,,,
10:08:52.242,DATA,0x0120,0x0120,11,-65,1,71,,,,,
10:08:52.456,DATA,0x011e,0x011e,11,-56,1,46,,,,,
10:08:52.551,DATA,0x011f,0x0120,11,-59,2,343,,,,,
10:08:52.777,DATA,0x011d,0x011d,11,-60,1,336,,,,,
10:08:52.905,DATA,0x0121,0x0120,11,-65,2,228,,,,,
10:08:54.327,DATA,0x0120,0x0120,12,-60,1,64,,,,,
10:08:54.521,DATA,0x011e,0x011e,12,-56,1,45,,,,,
10:08:54.701,DATA,0x011f,0x0120,12,-59,2,347,,,,,
10:08:54.910,DATA,0x011d,0x011d,12,-60,1,349,,,,,
10:08:55.007,DATA,0x0121,0x0120,12,-62,2,201,,,,,
10:08:56.279,DATA,0x0120,0x0120,13,-60,1,62,,,,,
10:08:56.696,DATA,0x011f,0x0120,13,-60,2,208,,,,,
10:08:56.784,DATA,0x011e,0x011e,13,-59,1,152,,,,,
10:08:56.911,DATA,0x011d,0x011d,13,-55,1,179,,,,,
10:08:57.192,DATA,0x0121,0x0120,13,-64,2,193,,,,,
10:08:58.365,DATA,0x0120,0x0120,14,-64,1,62,,,,,
10:08:58.738,DATA,0x011f,0x0120,14,-61,2,195,,,,,
10:08:58.825,DATA,0x011e,0x011e,14,-55,1,39,,,,,
10:08:58.899,DATA,0x011d,0x011d,14,-57,1,67,,,,,
10:08:59.245,DATA,0x0121,0x0120,14,-64,2,202,,,,,
