Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,RTT_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,Remote_Rx_Count,PDR_Percent
16:20:57.412,EVENT,TEST_START,Duration_ms=3600000,,,,,,,,,,,
16:22:14.936,DATA,0x000d,0x000d,1,1,23,-41,,,,,,,
16:22:16.050,DATA,0x000d,0x000d,2,1,17,-42,,,,,,,
16:22:17.058,DATA,0x000d,0x000d,3,1,13,-49,,,,,,,
16:22:18.148,DATA,0x000d,0x000d,4,1,11,-42,,,,,,,
16:22:19.317,DATA,0x000d,0x000d,5,1,16,-49,,,,,,,
16:22:20.387,DATA,0x000d,0x000d,6,1,20,-49,,,,,,,
16:22:21.506,DATA,0x000d,0x000d,7,1,15,-41,,,,,,,
16:22:22.669,DATA,0x000d,0x000d,8,1,18,-41,,,,,,,
16:22:23.704,DATA,0x000d,0x000d,9,1,15,-49,,,,,,,
16:22:24.780,DATA,0x000d,0x000d,10,1,12,-42,,,,,,,
16:22:25.829,DATA,0x000d,0x000d,11,1,40,-41,,,,,,,
16:22:26.948,DATA,0x000d,0x000d,12,1,19,-42,,,,,,,
16:22:28.012,DATA,0x000d,0x000d,13,1,23,-42,,,,,,,
16:22:29.127,DATA,0x000d,0x000d,14,1,18,-49,,,,,,,
16:22:30.318,DATA,0x000d,0x000d,15,1,19,-49,,,,,,,
16:22:31.495,DATA,0x000d,0x000d,16,1,21,-49,,,,,,,
16:22:32.685,DATA,0x000d,0x000d,17,1,18,-41,,,,,,,
16:22:33.816,DATA,0x000d,0x000d,18,1,20,-42,,,,,,,
16:22:34.874,DATA,0x000d,0x000d,19,1,15,-42,,,,,,,
16:22:36.070,DATA,0x000d,0x000d,20,1,40,-41,,,,,,,
16:22:37.089,DATA,0x000d,0x000d,21,1,22,-49,,,,,,,
16:22:38.206,DATA,0x000d,0x000d,22,1,12,-41,,,,,,,
16:22:39.307,DATA,0x000d,0x000d,23,1,18,-42,,,,,,,
16:22:40.353,DATA,0x000d,0x000d,24,1,19,-49,,,,,,,
16:22:41.388,DATA,0x000d,0x000d,25,1,18,-43,,,,,,,
16:22:42.554,DATA,0x000d,0x000d,26,1,20,-42,,,,,,,
16:22:43.688,DATA,0x000d,0x000d,27,1,25,-49,,,,,,,
16:22:44.745,DATA,0x000d,0x000d,28,1,23,-49,,,,,,,
16:22:45.887,DATA,0x000d,0x000d,29,1,18,-42,,,,,,,
16:22:46.891,DATA,0x000d,0x000d,30,1,19,-42,,,,,,,
16:22:47.956,DATA,0x000d,0x000d,31,1,15,-42,,,,,,,
16:22:49.031,DATA,0x000d,0x000d,32,1,18,-42,,,,,,,
16:22:50.133,DATA,0x000d,0x000d,33,1,25,-42,,,,,,,
16:22:51.268,DATA,0x000d,0x000d,34,1,98,-41,,,,,,,
16:22:52.435,DATA,0x000d,0x000d,35,1,21,-41,,,,,,,
16:22:53.564,DATA,0x000d,0x000d,36,1,15,-49,,,,,,,
16:22:54.717,DATA,0x000d,0x000d,37,1,17,-42,,,,,,,
16:22:55.767,DATA,0x000d,0x000d,38,1,18,-41,,,,,,,
16:22:56.841,DATA,0x000d,0x000d,39,1,21,-41,,,,,,,
16:22:57.921,DATA,0x000d,0x000d,40,1,20,-49,,,,,,,
16:22:58.981,DATA,0x000d,0x000d,41,1,12,-42,,,,,,,
