Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,Latency_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,PDR_Percent
11:51:36.121,REPORT,0x01e4,,10,,,,2,3,6,0,0,0.00
11:51:36.490,REPORT,0x01df,,10,,,,1,1,4,0,0,0.00
11:51:39.082,REPORT,0x01e6,,10,,,,1,1,0,0,0,0.00
11:51:44.513,REPORT,0x01e1,,9,,,,1,1,0,0,0,0.00
11:51:52.589,EVENT,TEST_START,Duration_ms=120000,,,,,,,,,,
11:51:52.917,DATA,0x01d9,0x01d9,1,1,157,-56,,,,,,
11:51:52.978,DATA,0x01ca,0x01cb,1,2,259,-61,,,,,,
11:51:52.984,DATA,0x01c8,0x01c8,1,1,137,-63,,,,,,
11:51:52.999,DATA,0x01d0,0x01ce,1,2,245,-64,,,,,,
11:51:53.047,DATA,0x01d6,0x01d3,1,2,362,-61,,,,,,
11:51:53.281,DATA,0x01cc,0x01cb,1,2,267,-61,,,,,,
11:51:53.317,DATA,0x01cf,0x01c9,1,2,259,-72,,,,,,
11:51:53.381,DATA,0x01d5,0x01d4,1,2,277,-68,,,,,,
11:51:53.418,DATA,0x01d8,0x01d8,1,1,139,-55,,,,,,
11:51:53.498,DATA,0x01d7,0x01d7,1,1,417,-54,,,,,,
11:51:53.540,DATA,0x01c7,0x01ce,1,2,247,-66,,,,,,
11:51:53.609,DATA,0x01d1,0x01c8,1,2,258,-59,,,,,,
11:51:53.658,DATA,0x01dc,0x01dc,1,1,174,-56,,,,,,
11:51:53.730,DATA,0x01d2,0x01cb,1,2,254,-65,,,,,,
11:51:53.992,REPORT,0x01e4,,1,,,,0,0,0,0,0,0.00
11:51:54.043,DATA,0x01d9,0x01d9,2,1,127,-52,,,,,,
11:51:54.238,REPORT,0x01e6,,2,,,,0,0,0,0,0,0.00
11:51:54.297,DATA,0x01d0,0x01ce,2,2,485,-69,,,,,,
11:51:54.382,DATA,0x01cc,0x01cb,2,2,275,-62,,,,,,
11:51:54.415,DATA,0x01e1,0x01d3,2,2,686,-62,,,,,,
11:51:54.429,DATA,0x01cf,0x01c9,2,2,277,-63,,,,,,
11:51:54.463,DATA,0x01e4,0x01d7,2,2,350,-64,,,,,,
11:51:54.612,DATA,0x01d5,0x01d4,2,2,411,-66,,,,,,
11:51:54.632,DATA,0x01dc,0x01dc,2,1,123,-56,,,,,,
11:51:54.655,DATA,0x01d8,0x01d8,2,1,221,-56,,,,,,
11:51:54.758,DATA,0x01d1,0x01c8,2,2,272,-60,,,,,,
11:51:55.106,DATA,0x01d2,0x01cb,2,2,452,-70,,,,,,
11:51:55.140,DATA,0x01e1,0x01d3,3,2,256,-67,,,,,,
