Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,RTT_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,Remote_Rx_Count,PDR_Percent
14:47:28.284,EVENT,TEST_START,Duration_ms=3600000,,,,,,,,,,,
14:47:31.549,HEARTBEAT,0x0008,0x0008,,1,0,,,,,,,,
14:47:46.554,HEARTBEAT,0x000e,0x000e,,1,0,,,,,,,,
14:47:51.547,HEARTBEAT,0x0008,0x0008,,1,0,,,,,,,,
14:48:28.476,DATA,0x0008,0x0008,1,1,0,-62,,,,,,,
14:48:28.530,DATA,0x0010,0x0010,1,1,0,-69,,,,,,,
14:48:30.487,DATA,0x0005,0x0005,1,1,0,-59,,,,,,,
14:48:31.187,DATA,0x0012,0x0012,1,1,0,-61,,,,,,,
14:48:37.066,DATA,0x0016,0x0016,1,1,0,-64,,,,,,,
14:48:38.574,DATA,0x0008,0x0008,2,1,0,-66,,,,,,,
14:48:38.638,DATA,0x0010,0x0010,2,1,0,-59,,,,,,,
14:48:40.187,DATA,0x000a,0x000a,1,1,0,-54,,,,,,,
14:48:40.524,DATA,0x0011,0x0011,1,1,0,-51,,,,,,,
14:48:40.637,DATA,0x0005,0x0005,2,1,0,-59,,,,,,,
14:48:41.190,DATA,0x0012,0x0012,2,1,0,-61,,,,,,,
14:48:46.261,DATA,0x0004,0x0004,1,1,0,-60,,,,,,,
14:48:47.267,DATA,0x0016,0x0016,2,1,0,-55,,,,,,,
14:48:48.632,DATA,0x0008,0x0008,3,1,0,-79,,,,,,,
14:48:48.736,DATA,0x0010,0x0010,3,1,0,-68,,,,,,,
14:48:50.362,DATA,0x000a,0x000a,2,1,0,-52,,,,,,,
14:48:50.524,DATA,0x0011,0x0011,2,1,0,-61,,,,,,,
14:48:50.818,DATA,0x0005,0x0005,3,1,0,-77,,,,,,,
14:48:51.186,DATA,0x0009,0x0009,1,1,0,-62,,,,,,,
14:48:51.229,DATA,0x0012,0x0012,3,1,0,-64,,,,,,,
14:48:55.564,DATA,0x001a,0x001a,1,1,0,-53,,,,,,,
14:48:56.281,DATA,0x0004,0x0004,2,1,0,-63,,,,,,,
