Timestamp,Type,SourceAddr,SenderAddr,Value_Seq_or_Tx,RSSI,HopCount,Rx_Count_Measured,PDR_Percent
17:11:50.889,DATA,0x0004,0x0004,26,-62,1,,
17:11:50.900,DATA,0x0005,0x0005,26,-53,1,,
17:11:50.934,DATA,0x0003,0x0003,26,-47,1,,
17:11:51.889,DATA,0x0003,0x0003,27,-48,1,,
17:11:51.925,DATA,0x0005,0x0005,27,-52,1,,
17:11:51.938,DATA,0x0004,0x0004,27,-61,1,,
17:11:52.884,DATA,0x0005,0x0005,28,-52,1,,
17:11:52.923,DATA,0x0004,0x0004,28,-59,1,,
17:11:52.934,DATA,0x0003,0x0003,28,-47,1,,
17:11:53.891,DATA,0x0005,0x0005,29,-57,1,,
17:11:53.903,DATA,0x0004,0x0004,29,-58,1,,
17:11:53.932,DATA,0x0003,0x0003,29,-55,1,,
17:11:54.896,DATA,0x0004,0x0004,30,-58,1,,
17:11:54.918,DATA,0x0005,0x0005,30,-57,1,,
17:11:54.942,DATA,0x0003,0x0003,30,-55,1,,
17:11:55.898,DATA,0x0003,0x0003,31,-47,1,,
17:11:55.931,DATA,0x0004,0x0004,31,-61,1,,
17:11:55.949,DATA,0x0005,0x0005,31,-53,1,,
17:11:56.894,DATA,0x0003,0x0003,32,-54,1,,
17:11:56.911,DATA,0x0004,0x0004,32,-58,1,,
17:11:56.937,DATA,0x0005,0x0005,32,-56,1,,
17:11:57.869,DATA,0x0004,0x0004,33,-58,1,,
17:11:57.917,DATA,0x0005,0x0005,33,-56,1,,
17:11:57.928,DATA,0x0003,0x0003,33,-55,1,,
17:11:58.873,DATA,0x0003,0x0003,34,-54,1,,
17:11:58.920,DATA,0x0004,0x0004,34,-67,1,,
17:11:58.931,DATA,0x0005,0x0005,34,-52,1,,
17:11:59.890,DATA,0x0005,0x0005,35,-52,1,,
17:11:59.901,DATA,0x0004,0x0004,35,-62,1,,
17:11:59.935,DATA,0x0003,0x0003,35,-47,1,,
17:12:00.891,DATA,0x0004,0x0004,36,-62,1,,
17:12:00.927,DATA,0x0005,0x0005,36,-52,1,,
17:12:00.938,DATA,0x0003,0x0003,36,-47,1,,
17:12:01.880,DATA,0x0005,0x0005,37,-52,1,,
17:12:01.921,DATA,0x0004,0x0004,37,-61,1,,
17:12:01.935,DATA,0x0003,0x0003,37,-47,1,,
17:12:02.871,DATA,0x0004,0x0004,38,-60,1,,
17:12:02.918,DATA,0x0003,0x0003,38,-47,1,,
17:12:02.936,DATA,0x0005,0x0005,38,-52,1,,
17:12:03.876,DATA,0x0005,0x0005,39,-53,1,,
17:12:03.919,DATA,0x0004,0x0004,39,-59,1,,
17:12:03.937,DATA,0x0003,0x0003,39,-54,1,,
17:12:04.875,DATA,0x0005,0x0005,40,-52,1,,
17:12:04.920,DATA,0x0003,0x0003,40,-47,1,,
17:12:04.933,DATA,0x0004,0x0004,40,-57,1,,
17:12:05.895,DATA,0x0003,0x0003,41,-55,1,,
17:12:05.906,DATA,0x0004,0x0004,41,-56,1,,
17:12:05.940,DATA,0x0005,0x0005,41,-57,1,,
17:12:06.898,DATA,0x0005,0x0005,42,-57,1,,
17:12:06.909,DATA,0x0004,0x0004,42,-56,1,,
17:12:06.938,DATA,0x0003,0x0003,42,-55,1,,
17:12:07.897,DATA,0x0003,0x0003,43,-47,1,,
17:12:07.908,DATA,0x0005,0x0005,43,-52,1,,
17:12:07.940,DATA,0x0004,0x0004,43,-63,1,,
17:12:08.893,DATA,0x0005,0x0005,44,-52,1,,
17:12:08.907,DATA,0x0003,0x0003,44,-47,1,,
17:12:08.943,DATA,0x0004,0x0004,44,-61,1,,
17:12:09.900,DATA,0x0005,0x0005,45,-52,1,,
17:12:09.918,DATA,0x0004,0x0004,45,-63,1,,
17:12:09.947,DATA,0x0003,0x0003,45,-47,1,,
17:12:10.904,DATA,0x0003,0x0003,46,-47,1,,
17:12:10.922,DATA,0x0004,0x0004,46,-60,1,,
17:12:10.952,DATA,0x0005,0x0005,46,-52,1,,
17:12:11.903,DATA,0x0005,0x0005,47,-53,1,,
17:12:11.919,DATA,0x0004,0x0004,47,-60,1,,
17:12:11.946,DATA,0x0003,0x0003,47,-47,1,,
17:12:12.873,DATA,0x0003,0x0003,48,-47,1,,
17:12:12.926,DATA,0x0004,0x0004,48,-57,1,,
17:12:12.939,DATA,0x0005,0x0005,48,-56,1,,
17:12:13.878,DATA,0x0004,0x0004,49,-56,1,,
17:12:13.923,DATA,0x0003,0x0003,49,-55,1,,
17:12:13.938,DATA,0x0005,0x0005,49,-56,1,,
17:12:14.882,DATA,0x0005,0x0005,50,-56,1,,
17:12:14.928,DATA,0x0004,0x0004,50,-57,1,,
17:12:14.939,DATA,0x0003,0x0003,50,-55,1,,
17:12:15.899,DATA,0x0005,0x0005,51,-56,1,,
17:12:15.911,DATA,0x0003,0x0003,51,-55,1,,
17:12:15.939,DATA,0x0004,0x0004,51,-56,1,,
17:12:16.884,DATA,0x0003,0x0003,52,-46,1,,
17:12:16.928,DATA,0x0005,0x0005,52,-51,1,,
17:12:16.942,DATA,0x0004,0x0004,52,-60,1,,
17:12:17.907,DATA,0x0005,0x0005,53,-52,1,,
17:12:17.924,DATA,0x0003,0x0003,53,-46,1,,
17:12:17.955,DATA,0x0004,0x0004,53,-65,1,,
17:12:18.908,DATA,0x0003,0x0003,54,-46,1,,
17:12:18.923,DATA,0x0005,0x0005,54,-51,1,,
17:12:18.954,DATA,0x0004,0x0004,54,-65,1,,
17:12:19.904,DATA,0x0005,0x0005,55,-52,1,,
17:12:19.919,DATA,0x0004,0x0004,55,-62,1,,
17:12:19.953,DATA,0x0003,0x0003,55,-47,1,,
17:12:20.886,DATA,0x0003,0x0003,56,-47,1,,
17:12:20.932,DATA,0x0005,0x0005,56,-52,1,,
17:12:20.945,DATA,0x0004,0x0004,56,-62,1,,
17:12:21.909,DATA,0x0005,0x0005,57,-56,1,,
17:12:21.921,DATA,0x0003,0x0003,57,-55,1,,
17:12:21.956,DATA,0x0004,0x0004,57,-57,1,,
17:12:22.908,DATA,0x0005,0x0005,58,-56,1,,
17:12:22.919,DATA,0x0004,0x0004,58,-58,1,,
17:12:22.951,DATA,0x0003,0x0003,58,-55,1,,
17:12:23.904,DATA,0x0003,0x0003,59,-55,1,,
17:12:23.915,DATA,0x0005,0x0005,59,-56,1,,
17:12:23.949,DATA,0x0004,0x0004,59,-65,1,,
17:12:24.871,EVENT,TEST_STOP,Finished,,,,,
17:12:24.908,DATA,0x0003,0x0003,60,-47,1,,
17:12:24.920,DATA,0x0005,0x0005,60,-52,1,,
17:12:24.952,DATA,0x0004,0x0004,60,-64,1,,
17:12:25.914,DATA,0x0005,0x0005,61,-52,1,,
17:12:25.953,DATA,0x0003,0x0003,61,-47,1,,
17:12:25.974,DATA,0x0004,0x0004,61,-62,1,,
17:12:26.366,RESULT,0x0004,0x0002,61,-62,,61,100.00
17:12:26.602,RESULT,0x0003,0x0002,61,-47,,61,100.00
17:12:26.668,RESULT,0x0005,0x0002,61,-52,,61,100.00
