Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,RTT_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,Remote_Rx_Count,PDR_Percent
16:13:17.693,EVENT,TEST_START,Duration_ms=3600000,,,,,,,,,,,
16:13:17.790,REPORT,0x000d,,0,,,,0,0,0,0,0,0,0.00
16:14:44.870,DATA,0x000d,0x000d,1,1,24,-43,,,,,,,
16:14:46.018,DATA,0x000d,0x000d,2,1,19,-49,,,,,,,
16:14:47.090,DATA,0x000d,0x000d,3,1,21,-44,,,,,,,
16:14:48.254,DATA,0x000d,0x000d,4,1,20,-50,,,,,,,
16:14:49.304,DATA,0x000d,0x000d,5,1,12,-43,,,,,,,
16:14:50.410,DATA,0x000d,0x000d,6,1,15,-44,,,,,,,
16:14:51.415,DATA,0x000d,0x000d,7,1,20,-50,,,,,,,
16:14:52.512,DATA,0x000d,0x000d,8,1,11,-50,,,,,,,
16:14:53.628,DATA,0x000d,0x000d,9,1,21,-44,,,,,,,
16:14:54.747,DATA,0x000d,0x000d,10,1,26,-50,,,,,,,
16:14:55.873,DATA,0x000d,0x000d,11,1,19,-43,,,,,,,
16:14:57.044,DATA,0x000d,0x000d,12,1,16,-43,,,,,,,
16:14:58.132,DATA,0x000d,0x000d,13,1,26,-44,,,,,,,
16:14:59.296,DATA,0x000d,0x000d,14,1,37,-44,,,,,,,
16:15:00.482,DATA,0x000d,0x000d,15,1,18,-44,,,,,,,
16:15:01.559,DATA,0x000d,0x000d,16,1,13,-44,,,,,,,
16:15:02.603,DATA,0x000d,0x000d,17,1,24,-43,,,,,,,
16:15:03.743,DATA,0x000d,0x000d,18,1,18,-50,,,,,,,
16:15:04.769,DATA,0x000d,0x000d,19,1,23,-43,,,,,,,
16:15:05.852,DATA,0x000d,0x000d,20,1,24,-43,,,,,,,
16:15:06.949,DATA,0x000d,0x000d,21,1,42,-43,,,,,,,
16:15:07.940,DATA,0x000d,0x000d,22,1,43,-43,,,,,,,
16:15:09.024,DATA,0x000d,0x000d,23,1,39,-44,,,,,,,
16:15:10.142,DATA,0x000d,0x000d,24,1,14,-50,,,,,,,
16:15:11.177,DATA,0x000d,0x000d,25,1,24,-44,,,,,,,
16:15:12.349,DATA,0x000d,0x000d,26,1,22,-43,,,,,,,
16:15:13.468,DATA,0x000d,0x000d,27,1,17,-50,,,,,,,
16:15:14.585,DATA,0x000d,0x000d,28,1,22,-43,,,,,,,
16:15:15.642,DATA,0x000d,0x000d,29,1,19,-50,,,,,,,
16:15:16.783,DATA,0x000d,0x000d,30,1,22,-44,,,,,,,
16:15:17.843,DATA,0x000d,0x000d,31,1,16,-44,,,,,,,
16:15:18.871,DATA,0x000d,0x000d,32,1,22,-50,,,,,,,
16:15:19.868,DATA,0x000d,0x000d,33,1,19,-50,,,,,,,
16:15:20.987,DATA,0x000d,0x000d,34,1,11,-50,,,,,,,
16:15:22.052,DATA,0x000d,0x000d,35,1,23,-50,,,,,,,
16:15:23.148,DATA,0x000d,0x000d,36,1,24,-43,,,,,,,
16:15:24.222,DATA,0x000d,0x000d,37,1,19,-50,,,,,,,
16:15:25.390,DATA,0x000d,0x000d,38,1,82,-50,,,,,,,
16:15:26.533,DATA,0x000d,0x000d,39,1,21,-44,,,,,,,
16:15:27.733,DATA,0x000d,0x000d,40,1,19,-49,,,,,,,
16:15:28.816,DATA,0x000d,0x000d,41,1,21,-50,,,,,,,
16:15:29.983,DATA,0x000d,0x000d,42,1,23,-50,,,,,,,
16:15:31.018,DATA,0x000d,0x000d,43,1,16,-43,,,,,,,
16:15:32.184,DATA,0x000d,0x000d,44,1,20,-43,,,,,,,
16:15:33.261,DATA,0x000d,0x000d,45,1,21,-43,,,,,,,
16:15:34.438,DATA,0x000d,0x000d,46,1,23,-43,,,,,,,
16:15:35.531,DATA,0x000d,0x000d,47,1,47,-43,,,,,,,
16:15:36.732,DATA,0x000d,0x000d,48,1,20,-44,,,,,,,
16:15:37.828,DATA,0x000d,0x000d,49,1,17,-50,,,,,,,
16:15:38.885,DATA,0x000d,0x000d,50,1,15,-44,,,,,,,
16:15:40.055,DATA,0x000d,0x000d,51,1,0,-44,,,,,,,
16:15:41.097,DATA,0x000d,0x000d,52,1,24,-43,,,,,,,
16:15:42.265,DATA,0x000d,0x000d,53,1,22,-44,,,,,,,
16:15:43.262,DATA,0x000d,0x000d,54,1,40,-43,,,,,,,
16:15:44.368,DATA,0x000d,0x000d,55,1,21,-44,,,,,,,
16:15:45.430,DATA,0x000d,0x000d,56,1,9,-43,,,,,,,
16:15:46.560,DATA,0x000d,0x000d,57,1,22,-50,,,,,,,
16:15:47.608,DATA,0x000d,0x000d,58,1,47,-44,,,,,,,
16:15:48.729,DATA,0x000d,0x000d,59,1,50,-49,,,,,,,
16:15:49.894,DATA,0x000d,0x000d,60,1,24,-50,,,,,,,
16:15:51.025,DATA,0x000d,0x000d,61,1,21,-44,,,,,,,
16:15:52.081,DATA,0x000d,0x000d,62,1,13,-43,,,,,,,
16:15:53.213,DATA,0x000d,0x000d,63,1,14,-49,,,,,,,
16:15:54.250,DATA,0x000d,0x000d,64,1,19,-43,,,,,,,
16:15:55.392,DATA,0x000d,0x000d,65,1,17,-50,,,,,,,
16:15:56.450,DATA,0x000d,0x000d,66,1,20,-50,,,,,,,
16:15:57.475,DATA,0x000d,0x000d,67,1,11,-43,,,,,,,
16:15:58.624,DATA,0x000d,0x000d,68,1,16,-50,,,,,,,
16:15:59.771,DATA,0x000d,0x000d,69,1,23,-44,,,,,,,
16:16:00.917,DATA,0x000d,0x000d,70,1,19,-43,,,,,,,
16:16:01.949,DATA,0x000d,0x000d,71,1,17,-49,,,,,,,
16:16:02.973,DATA,0x000d,0x000d,72,1,14,-43,,,,,,,
16:16:03.991,DATA,0x000d,0x000d,73,1,20,-44,,,,,,,
16:16:05.137,DATA,0x000d,0x000d,74,1,21,-43,,,,,,,
16:16:06.323,DATA,0x000d,0x000d,75,1,21,-43,,,,,,,
16:16:07.414,DATA,0x000d,0x000d,76,1,22,-44,,,,,,,
16:16:08.595,DATA,0x000d,0x000d,77,1,16,-44,,,,,,,
16:16:09.609,DATA,0x000d,0x000d,78,1,15,-50,,,,,,,
16:16:10.628,DATA,0x000d,0x000d,79,1,21,-43,,,,,,,
16:16:11.627,DATA,0x000d,0x000d,80,1,25,-43,,,,,,,
16:16:12.726,DATA,0x000d,0x000d,81,1,12,-43,,,,,,,
16:16:13.762,DATA,0x000d,0x000d,82,1,19,-50,,,,,,,
16:16:14.907,DATA,0x000d,0x000d,83,1,17,-44,,,,,,,
16:16:15.966,DATA,0x000d,0x000d,84,1,20,-50,,,,,,,
16:16:17.044,DATA,0x000d,0x000d,85,1,18,-50,,,,,,,
16:16:18.225,DATA,0x000d,0x000d,86,1,24,-49,,,,,,,
16:16:19.348,DATA,0x000d,0x000d,87,1,23,-44,,,,,,,
