Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,HopCount,Latency_ms,PathMinRSSI,BeaconTx,HeartbeatTx,RouteChanges,FwdCount,Rx_Unique_Count,PDR_Percent
10:40:38.975,EVENT,TEST_START,Duration_ms=120000,,,,,,,,,,
10:40:39.092,DATA,0x01d2,0x01d2,1,1,172,-57,,,,,,
10:40:39.289,DATA,0x01cc,0x01cc,1,1,115,-68,,,,,,
10:40:39.550,DATA,0x01c9,0x01ca,1,2,363,-57,,,,,,
10:40:39.594,DATA,0x01ce,0x01cc,1,2,239,-70,,,,,,
10:40:39.659,DATA,0x01c7,0x01c7,1,1,221,-58,,,,,,
10:40:39.692,DATA,0x01ca,0x01ca,1,1,119,-57,,,,,,
10:40:39.899,DATA,0x01d1,0x01d1,1,1,398,-52,,,,,,
10:40:40.065,DATA,0x01cb,0x01ca,1,2,333,-69,,,,,,
10:40:40.149,DATA,0x01d0,0x01d0,1,1,346,-54,,,,,,
10:40:40.219,DATA,0x01cf,0x01c7,1,2,300,-59,,,,,,
10:40:40.269,DATA,0x01d2,0x01d2,2,1,164,-56,,,,,,
10:40:40.319,DATA,0x01cc,0x01cc,2,1,124,-66,,,,,,
10:40:40.567,DATA,0x01cd,0x01ca,2,2,332,-69,,,,,,
10:40:40.597,DATA,0x01c7,0x01c7,2,1,147,-53,,,,,,
10:40:40.645,DATA,0x01ce,0x01cc,2,2,256,-72,,,,,,
10:40:40.668,DATA,0x01d1,0x01d1,2,1,144,-61,,,,,,
10:40:40.768,DATA,0x01ca,0x01ca,2,1,117,-69,,,,,,
10:40:40.949,DATA,0x01d0,0x01d0,2,1,121,-66,,,,,,
10:40:41.097,DATA,0x01cb,0x01ca,2,2,316,-62,,,,,,
10:40:41.175,DATA,0x01cf,0x01c7,2,2,271,-53,,,,,,
10:40:41.364,DATA,0x01cc,0x01cc,3,1,116,-62,,,,,,
10:40:41.407,DATA,0x01d2,0x01d2,3,1,175,-55,,,,,,
10:40:41.676,DATA,0x01c9,0x01ca,3,2,302,-62,,,,,,
10:40:41.693,DATA,0x01ce,0x01cc,3,2,250,-62,,,,,,
10:40:41.718,DATA,0x01c7,0x01c7,3,1,121,-53,,,,,,
10:40:41.838,DATA,0x01d1,0x01d1,3,1,267,-62,,,,,,
10:40:41.941,DATA,0x01ca,0x01ca,3,1,121,-70,,,,,,
10:40:41.995,DATA,0x01d0,0x01d0,3,1,113,-54,,,,,,
10:40:42.166,DATA,0x01cb,0x01ca,3,2,253,-62,,,,,,
10:40:42.368,DATA,0x01c8,0x01ca,3,2,288,-62,,,,,,
10:40:42.442,DATA,0x01cf,0x01c7,3,2,370,-53,,,,,,
10:40:42.542,DATA,0x01cc,0x01cc,4,1,147,-61,,,,,,
10:40:42.551,DATA,0x01d2,0x01d2,4,1,153,-55,,,,,,
10:40:42.771,DATA,0x01c9,0x01ca,4,2,347,-65,,,,,,
10:40:42.781,DATA,0x01c7,0x01c7,4,1,138,-53,,,,,,
10:40:42.799,DATA,0x01d1,0x01d1,4,1,120,-53,,,,,,
10:40:43.027,DATA,0x01ca,0x01ca,4,1,122,-68,,,,,,
10:40:43.052,DATA,0x01d0,0x01d0,4,1,146,-53,,,,,,
10:40:43.326,DATA,0x01c8,0x01ca,4,2,256,-57,,,,,,
10:40:43.347,DATA,0x01cf,0x01c7,4,2,256,-57,,,,,,
10:40:43.678,DATA,0x01d2,0x01d2,5,1,118,-58,,,,,,
10:40:43.699,DATA,0x01cc,0x01cc,5,1,171,-60,,,,,,
10:40:43.853,DATA,0x01c7,0x01c7,5,1,119,-59,,,,,,
10:40:43.859,DATA,0x01c9,0x01ca,5,2,370,-68,,,,,,
10:40:43.872,DATA,0x01d1,0x01d1,5,1,151,-51,,,,,,
10:40:44.086,DATA,0x01ca,0x01ca,5,1,139,-62,,,,,,
10:40:44.092,DATA,0x01d0,0x01d0,5,1,116,-65,,,,,,
10:40:44.353,DATA,0x01cf,0x01c7,5,2,257,-59,,,,,,
10:40:44.425,DATA,0x01cb,0x01ca,5,2,426,-63,,,,,,
10:40:44.765,DATA,0x01d2,0x01d2,6,1,118,-56,,,,,,
10:40:44.824,DATA,0x01cc,0x01cc,6,1,238,-68,,,,,,
10:40:44.966,DATA,0x01c9,0x01ca,6,2,369,-62,,,,,,
10:40:44.978,DATA,0x01d1,0x01d1,6,1,158,-62,,,,,,
10:40:45.173,DATA,0x01c7,0x01c7,6,1,361,-59,,,,,,
10:40:45.207,DATA,0x01d0,0x01d0,6,1,118,-54,,,,,,
10:40:45.484,DATA,0x01cb,0x01ca,6,2,313,-57,,,,,,
10:40:45.506,DATA,0x01cf,0x01c7,6,2,239,-54,,,,,,
10:40:45.841,DATA,0x01d2,0x01d2,7,1,148,-58,,,,,,
10:40:45.879,DATA,0x01ce,0x01cc,7,2,277,-72,,,,,,
10:40:46.035,DATA,0x01d1,0x01d1,7,1,150,-51,,,,,,
10:40:46.179,DATA,0x01c9,0x01ca,7,2,449,-62,,,,,,
10:40:46.191,DATA,0x01c7,0x01c7,7,1,172,-59,,,,,,
10:40:46.222,DATA,0x01d0,0x01d0,7,1,123,-54,,,,,,
10:40:46.428,DATA,0x01cb,0x01ca,7,2,250,-62,,,,,,
10:40:46.611,DATA,0x01c8,0x01ca,7,2,249,-62,,,,,,
10:40:46.694,DATA,0x01cf,0x01c7,7,2,249,-57,,,,,,
10:40:46.951,DATA,0x01d2,0x01d2,8,1,119,-59,,,,,,
10:40:46.999,DATA,0x01ce,0x01cc,8,2,245,-73,,,,,,
10:40:47.156,DATA,0x01c9,0x01ca,8,2,296,-62,,,,,,
10:40:47.206,DATA,0x01d1,0x01d1,8,1,122,-53,,,,,,
10:40:47.255,DATA,0x01c7,0x01c7,8,1,172,-59,,,,,,
10:40:47.347,DATA,0x01d0,0x01d0,8,1,172,-65,,,,,,
10:40:47.504,DATA,0x01ca,0x01ca,8,1,252,-61,,,,,,
10:40:47.763,DATA,0x01c8,0x01ca,8,2,259,-58,,,,,,
10:40:47.889,DATA,0x01cf,0x01c7,8,2,259,-54,,,,,,
10:40:47.977,DATA,0x01d2,0x01d2,9,1,121,-66,,,,,,
10:40:48.083,DATA,0x01ce,0x01cc,9,2,303,-66,,,,,,
10:40:48.219,DATA,0x01c9,0x01ca,9,2,302,-69,,,,,,
10:40:48.326,DATA,0x01d1,0x01d1,9,1,118,-53,,,,,,
10:40:48.402,DATA,0x01d0,0x01d0,9,1,173,-65,,,,,,
10:40:48.499,DATA,0x01c7,0x01c7,9,1,275,-59,,,,,,
10:40:48.575,DATA,0x01ca,0x01ca,9,1,144,-69,,,,,,
10:40:48.828,DATA,0x01c8,0x01ca,9,2,248,-62,,,,,,
10:40:48.968,DATA,0x01cf,0x01c7,9,2,239,-59,,,,,,
10:40:49.132,DATA,0x01d2,0x01d2,10,1,121,-57,,,,,,
10:40:49.172,DATA,0x01cc,0x01cc,10,1,176,-62,,,,,,
10:40:49.347,DATA,0x01c9,0x01ca,10,2,321,-71,,,,,,
10:40:49.373,DATA,0x01c7,0x01c7,10,1,119,-59,,,,,,
10:40:49.399,DATA,0x01d0,0x01d0,10,1,145,-65,,,,,,
10:40:49.429,DATA,0x01d1,0x01d1,10,1,169,-61,,,,,,
10:40:49.739,DATA,0x01ca,0x01ca,10,1,178,-61,,,,,,
10:40:50.015,DATA,0x01c8,0x01ca,10,2,259,-57,,,,,,
10:40:50.123,DATA,0x01cf,0x01c7,10,2,246,-53,,,,,,
10:40:50.210,DATA,0x01cc,0x01cc,11,1,170,-62,,,,,,
10:40:50.317,DATA,0x01d2,0x01d2,11,1,147,-66,,,,,,
10:40:50.483,DATA,0x01d1,0x01d1,11,1,118,-62,,,,,,
10:40:50.505,DATA,0x01c9,0x01ca,11,2,325,-69,,,,,,
10:40:50.536,DATA,0x01c7,0x01c7,11,1,117,-59,,,,,,
10:40:50.613,DATA,0x01d0,0x01d0,11,1,174,-53,,,,,,
10:40:50.873,DATA,0x01cb,0x01ca,11,2,255,-69,,,,,,
10:40:51.170,DATA,0x01cf,0x01c7,11,2,253,-54,,,,,,
10:40:51.193,DATA,0x01c8,0x01ca,11,2,251,-62,,,,,,
10:40:51.283,DATA,0x01ce,0x01cc,12,2,246,-61,,,,,,
10:40:51.443,DATA,0x01c9,0x01ca,12,2,244,-69,,,,,,
10:40:51.482,DATA,0x01d2,0x01d2,12,1,117,-65,,,,,,
10:40:51.604,DATA,0x01cd,0x01ca,12,2,260,-70,,,,,,
10:40:51.618,DATA,0x01c7,0x01c7,12,1,119,-54,,,,,,
10:40:51.630,DATA,0x01d1,0x01d1,12,1,120,-53,,,,,,
10:40:51.664,DATA,0x01d0,0x01d0,12,1,122,-53,,,,,,
10:40:51.916,DATA,0x01cb,0x01ca,12,2,251,-58,,,,,,
10:40:52.292,DATA,0x01c8,0x01ca,12,2,241,-58,,,,,,
10:40:52.470,DATA,0x01cc,0x01cc,13,1,222,-61,,,,,,
10:40:52.489,DATA,0x01c9,0x01ca,13,2,295,-65,,,,,,
10:40:52.570,DATA,0x01cf,0x01c7,12,2,516,-57,,,,,,
10:40:52.601,DATA,0x01d2,0x01d2,13,1,143,-57,,,,,,
