Timestamp,Type,SourceAddr,SenderAddr,Seq_or_TxCount,RSSI,HopCount,Latency_ms,BeaconTx,HeartbeatTx,RouteChanges,Rx_Unique_Count,PDR_Percent
18:08:01.036,EVENT,TEST_START,Duration_ms=120000,,,,,,,,,
18:08:03.672,DATA,0x0131,0x0131,1,-46,1,16,,,,,
18:08:04.812,DATA,0x0134,0x0134,1,-60,1,80,,,,,
18:08:04.855,DATA,0x0132,0x0132,1,-53,1,404,,,,,
18:08:04.874,DATA,0x0136,0x0136,1,-53,1,176,,,,,
18:08:04.946,DATA,0x0132,0x0132,1,-54,1,255,,,,,
18:08:04.989,DATA,0x0131,0x0131,1,-46,1,334,,,,,
18:08:05.003,DATA,0x0135,0x0135,1,-68,1,584,,,,,
18:08:05.016,DATA,0x0134,0x0134,1,-56,1,682,,,,,
18:08:05.054,DATA,0x0136,0x0136,2,-52,1,158,,,,,
18:08:05.063,DATA,0x0132,0x0132,2,-55,1,151,,,,,
18:08:05.145,DATA,0x0135,0x0135,2,-59,1,149,,,,,
18:08:05.296,DATA,0x0131,0x0131,2,-58,1,309,,,,,
18:08:05.516,DATA,0x0134,0x0134,2,-54,1,419,,,,,
18:08:05.869,DATA,0x0136,0x0136,3,-49,1,180,,,,,
18:08:06.110,DATA,0x0135,0x0135,3,-60,1,107,,,,,
18:08:06.274,DATA,0x0132,0x0132,3,-54,1,283,,,,,
18:08:06.412,DATA,0x0134,0x0134,3,-55,1,261,,,,,
18:08:06.585,DATA,0x0131,0x0131,3,-46,1,415,,,,,
18:08:06.715,DATA,0x0133,0x0136,3,-49,2,815,,,,,
18:08:07.027,DATA,0x0136,0x0136,4,-48,1,151,,,,,
18:08:07.220,DATA,0x0133,0x0136,4,-50,2,288,,,,,
18:08:07.440,DATA,0x0132,0x0132,4,-55,1,277,,,,,
18:08:07.623,DATA,0x0134,0x0134,4,-62,1,295,,,,,
18:08:07.684,DATA,0x0131,0x0131,4,-57,1,416,,,,,
18:08:07.929,DATA,0x0135,0x0135,4,-63,1,737,,,,,
18:08:08.030,DATA,0x0136,0x0136,5,-51,1,153,,,,,
18:08:08.340,DATA,0x0132,0x0132,5,-55,1,152,,,,,
18:08:08.401,DATA,0x0133,0x0136,5,-50,2,314,,,,,
18:08:08.551,DATA,0x0131,0x0131,5,-56,1,172,,,,,
18:08:08.637,DATA,0x0134,0x0134,5,-55,1,154,,,,,
18:08:08.812,DATA,0x0135,0x0135,5,-67,1,435,,,,,
18:08:09.237,DATA,0x0136,0x0136,6,-50,1,174,,,,,
18:08:09.481,DATA,0x0132,0x0132,6,-55,1,261,,,,,
18:08:09.566,DATA,0x0135,0x0135,6,-62,1,128,,,,,
18:08:09.681,DATA,0x0131,0x0131,6,-46,1,282,,,,,
18:08:09.898,DATA,0x0134,0x0134,6,-62,1,350,,,,,
18:08:10.031,DATA,0x0133,0x0136,6,-48,2,905,,,,,
18:08:10.311,DATA,0x0136,0x0136,7,-49,1,234,,,,,
18:08:10.594,DATA,0x0132,0x0132,7,-53,1,171,,,,,
18:08:10.673,DATA,0x0135,0x0135,7,-62,1,109,,,,,
18:08:10.815,DATA,0x0131,0x0131,7,-45,1,262,,,,,
18:08:11.198,DATA,0x0134,0x0134,7,-56,1,511,,,,,
18:08:11.702,DATA,0x0132,0x0132,8,-56,1,183,,,,,
18:08:11.811,DATA,0x0135,0x0135,8,-60,1,111,,,,,
18:08:11.973,DATA,0x0134,0x0134,8,-62,1,280,,,,,
18:08:12.148,DATA,0x0131,0x0131,8,-46,1,544,,,,,
18:08:12.779,DATA,0x0136,0x0136,9,-52,1,450,,,,,
18:08:12.900,DATA,0x0132,0x0132,9,-55,1,249,,,,,
