Timestamp,Origin,Grad,Parent,Neighbor,RSSI,Link_UP(s),Drop_Count,Fwd_Count,Drop_Rate(%),Pin(%),Routing_Cost
2026-04-07 17:40:18,"=""0017""",2,"=""001A""","=""000B""",-60,5204,0,22,0.0,56.2,25.7
2026-04-07 17:40:18,"=""0028""",2,"=""0015""","=""0012""",-60,1,0,5,0.0,81.6,119.67
2026-04-07 17:40:18,"=""0004""",2,"=""0014""","=""0012""",-60,21,0,7,0.0,77.5,113.24
2026-04-07 17:40:18,"=""0005""",1,"=""0002""","=""0017""",-60,3711,0,7,0.0,48.5,27.25
2026-04-07 17:40:18,"=""0006""",1,"=""0002""","=""0024""",-60,441,0,25,0.0,13.6,232.99
2026-04-07 17:40:18,"=""0010""",1,"=""0002""","=""0007""",-60,17,0,15,0.0,0.0,304.49
2026-04-07 17:40:18,"=""0015""",1,"=""0002""","=""0028""",-60,196,0,60,0.0,99.7,62.03
2026-04-07 17:40:18,"=""0013""",2,"=""0010""","=""0028""",-60,201,0,7,0.0,85.3,71.17
2026-04-07 17:40:18,"=""000F""",2,"=""0009""","=""0003""",-60,5175,0,13,0.0,82.6,20.0
2026-04-07 17:40:18,"=""0024""",2,"=""000E""","=""0026""",-58,5179,0,8,0.0,64.2,20.0
2026-04-07 17:40:18,"=""0016""",1,"=""0002""","=""0017""",-59,16,0,6,0.0,71.4,104.81
2026-04-07 17:40:18,"=""0003""",2,"=""0006""","=""000F""",-60,5169,0,20,0.0,71.6,20.0
2026-04-07 17:40:18,"=""0019""",2,"=""0009""","=""0021""",-60,5181,0,5,0.0,81.2,20.0
2026-04-07 17:40:18,"=""0021""",2,"=""0018""","=""0026""",-60,363,0,22,0.0,82.5,49.82
2026-04-07 17:40:18,"=""0012""",2,"=""0010""","=""0004""",-60,21,0,26,0.0,78.7,113.24
2026-04-07 17:40:18,"=""000E""",1,"=""0002""","=""0003""",-60,3530,0,16,0.0,61.9,10.0
2026-04-07 17:40:18,"=""0018""",1,"=""0002""","=""0021""",-58,5421,0,8,0.0,38.5,42.25
2026-04-07 17:40:18,"=""0008""",1,"=""0002""","=""0025""",-55,5431,0,4,0.0,62.9,10.0
2026-04-07 17:40:18,"=""0022""",2,"=""0014""","=""000B""",-60,189,0,23,0.0,79.5,73.26
2026-04-07 17:40:18,"=""0025""",2,"=""0018""","=""0003""",-60,3520,0,19,0.0,81.0,20.0
2026-04-07 17:40:18,"=""001D""",2,"=""0006""","=""000A""",-60,3547,0,7,0.0,86.5,20.0
2026-04-07 17:40:18,"=""000C""",2,"=""0015""","=""001F""",-65,170,0,6,0.0,72.5,76.74
2026-04-07 17:40:18,"=""001C""",2,"=""0014""","=""001F""",-60,379,0,21,0.0,84.9,48.27
2026-04-07 17:40:18,"=""001A""",1,"=""0002""","=""0020""",-66,5982,0,20,0.0,30.7,53.95
2026-04-07 17:40:18,"=""001E""",2,"=""0018""","=""0003""",-60,410,0,6,0.0,33.0,86.0
2026-04-07 17:40:18,"=""0020""",2,"=""001A""","=""000B""",-58,6135,0,7,0.0,82.0,20.0
2026-04-07 17:40:18,"=""0007""",2,"=""0005""","=""001E""",-60,4528,0,7,0.0,80.0,20.0
2026-04-07 17:40:18,"=""0014""",1,"=""0002""","=""0004""",-60,6610,0,41,0.0,77.2,10.0
2026-04-07 17:40:18,"=""000B""",2,"=""0010""","=""000C""",-60,15,0,6,0.0,99.9,115.12
2026-04-07 17:40:18,"=""001B""",2,"=""0009""","=""000A""",-58,5322,0,6,0.0,82.9,20.0
2026-04-07 17:40:18,"=""0011""",2,"=""0010""","=""0022""",-60,4492,0,10,0.0,76.9,20.0
2026-04-07 17:40:18,"=""0009""",1,"=""0002""","=""0021""",-60,3881,0,29,0.0,0.8,210.0
2026-04-07 17:40:18,"=""0027""",2,"=""0014""","=""0011""",-60,3541,0,7,0.0,79.9,20.0
2026-04-07 17:40:18,"=""001F""",2,"=""0014""","=""001D""",-60,3518,0,5,0.0,80.4,20.0
2026-04-07 17:41:18,"=""0016""",1,"=""0002""","=""000C""",-61,459,0,19,0.0,71.3,31.65
2026-04-07 17:41:18,"=""0017""",2,"=""001A""","=""000C""",-60,1,0,20,0.0,56.1,125.52
2026-04-07 17:41:18,"=""0024""",2,"=""001E""","=""000D""",-60,5237,0,24,0.0,64.2,20.0
2026-04-07 17:41:18,"=""0009""",1,"=""0002""","=""0007""",-59,5541,3,75,3.8,0.5,217.41
2026-04-07 17:41:18,"=""0027""",2,"=""0014""","=""0028""",-60,296,0,18,0.0,79.8,57.28
2026-04-07 17:41:18,"=""0015""",1,"=""0002""","=""0012""",-60,86,0,71,0.0,99.4,85.08
2026-04-07 17:41:18,"=""0019""",2,"=""0009""","=""0004""",-57,5980,0,5,0.0,81.1,20.0
2026-04-07 17:41:18,"=""0005""",1,"=""0002""","=""000A""",-59,6062,0,5,0.0,48.3,27.55
2026-04-07 17:41:18,"=""001A""",1,"=""0002""","=""000C""",-57,6225,0,32,0.0,30.6,54.1
2026-04-07 17:41:18,"=""001F""",2,"=""0014""","=""001C""",-60,5289,0,9,0.0,80.3,20.0
2026-04-07 17:41:18,"=""001E""",1,"=""0002""","=""000F""",-76,5494,0,16,0.0,32.9,65.65
2026-04-07 17:41:18,"=""0006""",1,"=""0002""","=""000A""",-60,5751,0,67,0.0,13.5,210.0
2026-04-07 17:41:18,"=""001D""",2,"=""0006""","=""000A""",-60,3601,0,23,0.0,86.4,20.0
2026-04-07 17:41:18,"=""0025""",2,"=""0018""","=""0003""",-60,3585,0,6,0.0,80.9,20.0
2026-04-07 17:41:18,"=""0028""",2,"=""001A""","=""0027""",-60,154,0,16,0.0,81.5,79.85
2026-04-07 17:41:18,"=""000C""",2,"=""0016""","=""000B""",-60,11,0,4,0.0,100.0,116.4
2026-04-07 17:41:18,"=""0021""",2,"=""001E""","=""0019""",-59,5242,0,24,0.0,82.5,20.0
2026-04-07 17:41:18,"=""0003""",2,"=""0006""","=""000F""",-60,5229,0,25,0.0,71.5,20.0
2026-04-07 17:41:18,"=""0018""",1,"=""0002""","=""000D""",-60,3592,0,7,0.0,38.1,42.85
2026-04-07 17:41:18,"=""0011""",2,"=""0014""","=""0028""",-60,1231,0,20,0.0,76.9,21.65
2026-04-07 17:41:18,"=""000E""",1,"=""0002""","=""0024""",-59,3591,0,5,0.0,61.7,10.0
2026-04-07 17:41:18,"=""000F""",2,"=""001E""","=""0003""",-60,5235,0,4,0.0,82.4,20.0
2026-04-07 17:41:18,"=""0008""",1,"=""0002""","=""0003""",-56,6395,0,6,0.0,62.8,10.0
2026-04-07 17:41:18,"=""0007""",2,"=""0006""","=""001B""",-59,5897,0,6,0.0,79.8,20.0
2026-04-07 17:41:18,"=""0026""",2,"=""0018""","=""0021""",-60,1536,0,4,0.0,82.8,20.6
2026-04-07 17:41:18,"=""0014""",1,"=""0002""","=""001F""",-59,5281,2,21,8.7,76.7,35.66
2026-04-07 17:41:18,"=""000D""",2,"=""0009""","=""0004""",-59,6060,0,21,0.0,79.2,20.0
2026-04-07 17:42:18,"=""0017""",2,"=""001A""","=""0028""",-60,146,0,20,0.0,56.1,87.32
2026-04-07 17:42:18,"=""0015""",1,"=""0002""","=""0007""",-60,251,0,22,0.0,99.3,53.32
2026-04-07 17:42:18,"=""0024""",2,"=""001E""","=""0026""",-59,5299,0,5,0.0,64.1,20.0
2026-04-07 17:42:18,"=""0016""",1,"=""0002""","=""0017""",-60,130,0,33,0.0,71.2,74.83
2026-04-07 17:42:18,"=""000E""",1,"=""0002""","=""0024""",-59,3646,0,18,0.0,61.7,10.0
2026-04-07 17:42:18,"=""0008""",1,"=""0002""","=""0025""",-60,5551,0,4,0.0,62.8,10.0
2026-04-07 17:42:18,"=""0005""",1,"=""0002""","=""0017""",-59,3825,0,22,0.0,48.2,27.7
2026-04-07 17:42:18,"=""001A""",1,"=""0002""","=""0028""",-59,6286,0,6,0.0,30.4,54.4
2026-04-07 17:42:18,"=""0021""",2,"=""001E""","=""0023""",-57,5283,0,17,0.0,82.4,20.0
2026-04-07 17:42:18,"=""0006""",1,"=""0002""","=""0007""",-60,6562,0,89,0.0,13.2,210.0
2026-04-07 17:42:18,"=""000F""",2,"=""001E""","=""0003""",-60,5290,0,16,0.0,82.4,20.0
